Gene_ID,20H_20h_embryo_F,36H_4th_instar_36h_M,36H_4th_instar_36h_F,10D_Adult_10D_M,10D_Adult_10D_F,20D_Adult_20D_M,20D_Adult_20D_F,12H_4th_instar_12h_biololgical_replicate_1_M,12H_4th_instar_12h_biololgical_replicate_2_M,12H_4th_instar_12h_biololgical_replicate_3_M,12H_4th_instar_12h_biololgical_replicate_2_F,12H_4th_instar_12h_biololgical_replicate_3_F
AGAP002710,7.940978242,5.804237152,5.175236323,4.786612215,4.756162647,3.386622361,4.394577034,4.916834242,4.999686365,4.054611892,4.073972072,3.614264597
AGAP002711,3.615025733,2.077867959,1.40601072,2.114181723,1.585637683,1.674537105,0.931864651,1.738901956,1.848193109,1.241148019,1.207293895,1.117299644
AGAP002712,28.74236343,11.74596821,10.5118732,10.87773559,11.18087089,13.07176417,7.131720276,11.47443064,9.165044535,9.534433504,8.593212484,7.909483299
AGAP002713,29.58403121,98.90389937,26.68616162,12.28368121,25.20927688,17.51154045,48.56978741,25.04032732,221.2742167,73.87346807,91.26218791,126.7687854
AGAP002715,15.52081211,4.199697606,7.54777591,4.921894274,4.964657306,3.690475008,4.60981593,4.143917593,1.785425217,4.309031099,3.154349959,2.156059808
AGAP002717,4.219745451,9.287359535,4.136774736,4.770490389,4.514859285,5.156738385,6.339069863,4.458530575,14.74391919,8.215357833,9.559127791,7.558790979
AGAP002718,4.009658017,17.31990653,6.863426338,5.833128089,4.293715404,5.017699232,7.841475792,4.845969878,14.7124791,17.50210734,15.06896384,15.32386769
AGAP002719,0.195952731,0.046250503,0.258150203,1.370458987,0.413759098,0.922282721,0.14090556,0.442380143,0.038776082,0.104363378,0.08926353,0.078709725
AGAP002720,0.288792647,68.45560926,25.03219713,20.77344771,16.35387355,12.86954009,15.51349751,12.81974085,40.22025078,35.38047835,26.35442749,46.92733469
AGAP002721,2.072895958,13.12317849,11.80691995,12.02014427,15.94300908,10.28043781,12.40566749,15.63539537,15.43305188,19.73337402,15.86956184,17.03749035
AGAP002722,0.02133276,0.030768253,0.02733449,0.219062196,0.160285212,0.224929331,0.017993879,0.21794476,0,0.037354207,0,0.022991054
AGAP002723,2.093913326,1.395501784,2.494598269,7.202569855,3.066023621,6.387706779,2.30943707,2.894224734,0.919221364,2.415149508,1.612976103,1.908038047
AGAP002724,0.203798557,0.169447065,0.419864061,1.072031674,1.064872744,0.383417001,0.188754233,0.951170593,0.12920984,0.12245075,0.156549657,0.150733855
AGAP002725,2.15635949,2.306654823,1.181013648,0.479010083,0.243447665,0.301390136,0.844883498,0.192294523,2.644444362,0.957930242,1.352396877,0.876301456
AGAP002726,1.771804234,13.54486873,7.927001958,3.734706181,4.896614288,6.816608347,14.90492965,7.058807913,81.17709427,25.34897975,23.53985006,36.3897292
AGAP002727,0.005130914,3.677958981,2.945348139,0.019758154,0.269860394,0.032459737,2.726547045,0.361460845,5.308958604,3.396088288,3.61816524,5.961084725
AGAP002728,44.02485126,60.53254454,77.80077,108.7144419,213.889892,66.43619384,104.9058451,104.7333581,129.3560945,89.05163413,104.1939699,98.68249505
AGAP002729,23.9198975,8.168424008,9.792851036,11.40011213,7.97355397,10.5295103,8.056117345,8.984042943,5.557091169,8.053730007,8.276576486,6.267367158
AGAP002730,4.349933855,50.62580243,13.20380722,49.59571814,45.50466735,58.05612531,20.19790066,48.23884762,90.83488186,38.9387583,53.23811461,58.2696785
AGAP002731,5.17496221,15.33763416,10.06165947,6.979392655,6.574424153,7.89784668,5.23574653,6.157429216,16.36961366,10.1883083,10.36933896,11.8913605
AGAP002732,0.987808373,1.46484234,2.850232303,3.09959098,1.896842903,2.735454856,1.88279951,1.845063235,1.060877049,1.598178984,1.363069413,1.006905978
AGAP002733,0.735891266,1.010430363,0.765117023,0.345450619,0.432504078,0.252725754,0.968313511,0.305215887,1.450337187,1.00508021,0.85664352,1.491019523
AGAP002734,2.82003666,12.78513589,2.791411242,3.431094629,4.811217054,4.121897746,4.636133725,4.525812442,23.37224384,7.678989792,10.31477396,10.91465659
AGAP002735,13.09964413,1.981069123,6.967794243,10.49101567,7.344867973,7.956376753,3.143347507,6.751720671,0.820323649,2.174323448,1.590236605,0.741655381
AGAP002736,4.481792853,16.56766946,12.12401057,19.10531783,11.52296539,20.613815,5.247273281,17.10839384,14.43489485,10.69368861,8.664653594,9.497470338
AGAP002737,0.253763394,0.829234508,6.189939238,19.95007608,25.33040137,12.68952506,2.316626206,8.739082623,0.996477969,1.271366604,0.905148882,0.63902808
AGAP002738,0.170468237,0.03666617,0.04416035,4.773461402,2.346261462,5.496499198,0.015316497,2.220257274,0.031953544,0.03860958,0.017421601,0.025161586
AGAP002739,74.25314978,26.33987137,16.78548348,2.056762957,1.339214195,2.459166523,11.86756533,1.787911106,15.80108591,10.32923374,12.88692153,5.206797501
AGAP002740,4.908892881,10.90252754,7.620219147,5.797399482,6.320221907,6.343769616,10.81170896,6.696865092,24.44989145,12.57490695,16.97335144,20.69059311
AGAP002741,1.566828025,0.168061382,0.889769872,1.363943663,0.760564105,1.075404302,0.431397919,0.704057744,0.046821104,0.254902102,0.164752865,0.079839121
AGAP002742,26.46915631,66.05461175,15.63801494,21.38548097,19.53984804,24.99564399,28.53917624,19.36125251,76.3367175,40.96428959,51.87872146,58.6128452
AGAP002743,0.877039315,0.244267047,0.155004739,0.023291782,0.04948585,0.063774947,0.285704336,0.051649208,0.456344168,0.07413812,0.142175086,0.456310993
AGAP002744,0.194934159,0.01089592,0.052721027,0.003463223,0.002365066,0.003555979,0.031860741,0.002159902,0,0.028936677,0.02113982,0
AGAP002747,0.68641114,1.178909906,0.020218968,0.445603044,1.530752909,0.141420718,0.093168875,1.616921447,0.51022264,1.402243978,1.360000091,0
AGAP002748,1.49593944,0.296760975,1.436104,4.834836434,1.701314008,3.643511764,0.911025965,1.679095899,0.210620385,0.60754051,0.467309458,0.396200795
AGAP002749,0.205426578,0,0.175480673,0.351581301,0.080032671,0.072199538,0,0,0,0,0,0
AGAP002750,0.068475526,0.414801634,0,0.351581301,0.240098013,0.288798154,0,0.146180013,0.738038098,0.419658372,0,0
AGAP002751,0.030928537,2.591739203,1.773439324,1.138064752,0.632600248,0.758195804,0.928290163,0.464929877,1.777876162,2.179805429,1.373214015,1.147202308
AGAP002752,23.6605443,38.55555398,18.59845787,13.21474212,22.23060254,18.0898316,47.02922364,16.02579526,93.44112901,27.63260304,81.1399559,45.126307
AGAP002753,15.86063563,6.6606743,3.25540631,3.589956574,3.788162809,4.690656348,5.308957432,5.100042907,8.676990797,6.183335845,6.430664468,9.031302021
AGAP002754,381.9719566,632.0799143,633.4255422,179.1004591,471.2852734,233.1720541,587.301462,381.6405219,959.1798597,739.3331371,659.3595574,675.467584
AGAP002755,0.934351967,0.163310236,1.077226429,1.415161958,1.830862516,1.534974378,0.377001452,1.497111069,0.114698937,0.443491618,0.11673342,0.096340103
AGAP002756,6.123900991,26.08966275,9.641008882,9.214528049,29.15065402,12.86595775,16.83076632,30.19348159,41.45475304,25.35493329,31.0975371,41.02056299
AGAP002757,2.363473651,0.299630766,0.705224299,3.880283194,1.73561634,2.089357332,0.335918776,1.481570003,0.189839892,0.371600035,0.285780554,0.156396541
AGAP002758,17.77091982,10.45712627,9.437738418,18.00570219,12.85498028,18.26306871,11.74616552,14.19430535,12.03548493,10.22399085,13.82018294,10.38463987
AGAP002759,64.31491158,299.8738812,89.9668629,25.47000542,59.46282923,33.02087282,124.8472901,61.36116302,553.3453814,139.5669886,241.9677257,229.129944
AGAP002760,1.944214465,6.346949917,2.263046176,1.222036974,1.206549322,0.989705753,3.275493649,1.038165621,7.48788885,2.769091122,4.991764027,3.230095886
AGAP002761,3.454103812,111.2763201,44.80521049,5.240403084,17.72817227,3.928576864,66.05727687,15.19470244,274.2296038,101.3197587,135.8068273,154.5244859
AGAP002762,72.1540312,123.7726595,89.73993897,25.44042298,56.80478893,31.19020061,87.51223013,50.20844891,143.6295943,92.84941484,110.9793273,83.03653392
AGAP002763,0.721019233,0.92338998,0.76929236,0.903894719,0.868943492,0.825309747,0.281603749,1.266708591,0.514050815,0.515816816,0.175855072,0.44447045
AGAP002764,11.25589173,40.84613286,32.58931746,3.449209104,9.996672613,3.652212226,55.91900121,7.591744632,55.89919725,56.31478869,62.15673738,59.51684127
AGAP002765,0.029014042,0.195285861,0.17349179,0,0.005651828,0.025493298,0.171310512,0,0.156358551,0.237086857,0.189442828,0.401291106
AGAP002766,0.030947711,1.305352196,0.775465741,0.017655354,0.004019,0.003625643,0.873032213,0.00367036,2.668467569,1.348734657,1.293237983,2.671979519
AGAP002767,8.318055663,4.424264787,2.932450819,1.990815486,1.358204914,3.19683429,2.817688843,1.408747514,9.273177758,4.643626213,4.193018236,5.74647959
AGAP002769,1.271007633,12.37537159,7.993739434,52.91593857,34.64151994,79.00808053,5.815034442,38.17468666,16.28111159,10.97052942,9.463299972,13.98137431
AGAP002770,0.355629658,2.338749211,0.209028449,5.327077155,0.053386499,1.482681228,0.07705614,0.073133,0.351653447,0.239945846,0.051127276,0.073841855
AGAP002771,0.051451926,0.176617764,0.079112808,69.10822956,13.71097745,63.23936141,0,16.36592367,0,0.094598316,0,0
AGAP002774,0,0,0,0,0,0.082368488,0,0,0,0,0,0
AGAP002775,6.302207523,4.693816042,4.441525641,5.891199641,4.946587982,6.064681038,4.098154207,4.675297909,3.452739507,5.008865828,4.070685203,3.996919389
AGAP002776,10.9242615,3.438894871,5.376917148,3.835482113,3.743436865,3.866420096,5.412847457,3.717582145,2.315173453,4.137378806,3.366055801,1.996691942
AGAP002777,19.52982675,44.30238967,17.81239899,22.60523131,33.61676106,28.11806455,42.35242801,29.58896248,118.6793288,54.78932216,71.23841672,82.09843424
AGAP002778,6.398390069,4.470151644,4.503018262,2.409736886,6.289134524,3.192978529,2.522781666,5.199138125,3.914409094,3.469606917,3.891777736,2.840618321
AGAP002779,25.44857268,3.360425788,10.39854413,14.41846954,12.56764108,17.86984924,11.523612,12.94975575,1.307622422,6.336182897,4.194965049,2.447350131
AGAP002780,22.08271915,31.58160512,9.589991553,7.948658159,9.583042439,11.58735325,19.06959987,11.04998322,54.86121396,26.39155912,31.98630366,44.76758039
AGAP002781,8.524453248,4.518915607,7.575289325,16.25710655,8.965557743,15.94727068,6.952160564,9.993191095,3.78177186,6.258117185,5.806760692,4.343873412
AGAP002782,4.300253443,0.458309795,1.688344799,0.80617884,2.347742806,0.98718446,1.456523689,1.965567051,0.350858193,0.812653117,0.629455723,0.44385163
AGAP002783,2.882442218,2.551799926,9.316957846,12.64090993,11.18926961,15.26325856,1.870544781,21.60931933,2.092076498,3.177885446,2.047710991,2.437091943
AGAP002784,1.233464913,0.083769209,0.123401328,0.148343172,0.063207317,0.117166341,0.076546686,0.092121523,0.007984652,0.03405135,0.063849343,0.053094073
AGAP002787,0.034657887,0.656714472,0.271921546,0.525461617,0.231596467,0.437453685,0.305468194,0.2171354,0.904092493,0.4325037,0.610008479,0.534296061
AGAP002788,28.56057535,203.0640508,77.70369434,95.02512226,115.53918,88.51131007,158.8555289,97.43988928,424.3274383,234.2474915,286.9725273,325.2671756
AGAP002789,3.59870797,2.101964808,10.13447574,73.72527242,20.73777873,70.83424308,4.667847759,22.6750372,1.561518208,6.478383081,3.952018088,5.586359011
AGAP002790,3.874445543,0.082185831,1.069735048,6.059999732,1.128762362,4.021114064,0.580385375,0.861762951,0.048272704,0.33082675,0.159453595,0.102550868
AGAP002791,2.004404959,1.188024096,2.389433441,1.103385007,2.188854703,1.676010645,1.731061614,2.116062123,1.031820254,1.527882423,1.343906467,1.414350774
AGAP002792,0.044353466,0,0.003738935,0.005243755,0.003410483,0.006768707,0.003445798,0.003737557,0,0.003576634,0,0.008805496
AGAP002793,6.711663022,0.135043597,0.640540951,0.579529093,0.230356944,0.399778049,0.400816449,0.222121023,0.12432057,0.302541708,0.232157281,0.193196088
AGAP002795,11.98763482,39.99199705,21.35080491,7.094558097,12.66070834,11.45436058,27.53568201,11.67036228,77.72379617,59.68919332,53.42370113,71.24582577
AGAP002796,0.640135723,616.0928238,181.0366179,0.974787512,1.092058705,0.846830716,406.884038,0.82756749,1148.953903,914.2596072,753.1817434,1034.214736
AGAP002797,0.750203091,1.383313537,1.217807381,3.300700101,1.572262591,2.649392312,2.155404786,1.427289521,4.090558505,2.187966613,2.740549486,2.41429397
AGAP002798,0.106920821,178.7535165,131.6986682,0.102932839,0.088518063,0.056367832,179.7110106,0.028531521,118.4577823,438.1870477,369.0280553,380.6938112
AGAP002799,0.194994759,1.452453845,0.999417273,0.233609294,0.096226782,0.173617328,0.997816813,0.087879312,0.513743707,1.380938331,0.611130723,1.078783357
AGAP002800,2.391392976,5.089521128,6.01424609,3.784121347,4.538633177,4.540484342,6.297351949,5.069441852,6.551680635,6.495523162,6.141020081,5.543326765
AGAP002801,16.70147994,7.372192918,7.990163206,7.6068284,6.013755915,9.005034861,7.678494729,6.650268075,6.065168428,7.524515356,6.814074594,6.317182684
AGAP002802,6.104142976,0.513599801,1.103470758,1.677463321,0.890609624,1.29927396,0.984816305,0.978357911,0.372698735,0.800790225,0.648878821,0.624042318
AGAP002803,0.387107008,0.026869375,0.074402275,0.105589412,0.050899731,0.110968407,0.114281734,0.082638733,0.052153619,0.03706906,0.018956678,0.054757319
AGAP002804,0.221860704,20.3601806,1.960542696,0.029460088,0.15200688,0.008066431,93.27778604,0.024497754,48.8143488,19.22324764,47.17460879,32.72467333
AGAP002805,1.63919816,1.207835198,2.496403531,1.778399984,3.146968053,2.206639678,1.44360096,2.555556507,0.646371597,1.272238508,1.036153004,0.939656547
AGAP002807,25.47292665,2.751004745,9.072262105,13.42870597,8.573664816,12.52279436,7.326394419,10.01560294,3.829489717,6.072119582,5.539865174,5.270916163
AGAP002808,8.410521503,9.099152196,8.076872623,4.335350993,9.467871373,7.290367122,10.82045318,10.47981193,18.41620046,9.223776192,14.04673967,18.8680772
AGAP002809,8.14601332,8.673408595,4.519781818,7.14182562,7.924588371,7.907478021,5.129833883,6.795721936,14.45833282,6.47472917,7.406407421,8.311064309
AGAP002810,0.958333219,0.503652634,1.07235305,2.995254251,1.373246979,3.048657552,0.542584655,1.457302279,0.282987389,0.502845091,0.642872555,0.321874755
AGAP002811,1.655458238,8.134976571,4.287457277,1.180945433,0.291085547,0.865021412,3.494595679,0.268961957,7.07393727,4.183947416,4.591461671,4.796664991
AGAP002812,7.929295761,17.88818483,11.15149464,9.593042942,9.1149851,9.551064183,22.65581519,10.41341421,27.66243362,28.23556289,31.0970402,36.9370223
AGAP002813,0.019592708,124.9727789,44.73463889,34.14123712,17.88036273,42.30433881,43.06569675,21.74385438,131.9253766,70.63723681,74.02126261,83.02900903
AGAP002814,2.261983138,0.105427497,0.179604024,0.020105817,0.009153628,0.012280718,0.162440034,0.006001743,0.075754454,0.139070713,0.163636901,0.121198315
AGAP002815,28.63207384,1.181890966,0.771558821,0.098415501,0.089611767,0.153795241,0.541029709,0.111778917,0.564352801,0.469887206,0.483519924,0.691281924
AGAP002816,7.388320307,2.930449219,4.997192021,7.250486226,6.850674804,10.16983052,8.340416804,6.616905725,4.512495545,5.832492714,6.891561167,4.53870967
AGAP002818,0.117843858,0.088130659,1.811974659,11.55997825,2.459814347,8.162024877,0.814340542,1.776832546,0.084675759,0.513576251,0.232543009,0.131708272
AGAP002819,0.080177383,0.062097037,1.111782999,7.13643903,1.210521884,3.635125237,0.453944587,0.963659168,0,0.262515009,0.15490046,0.024857654
AGAP002820,0.026952387,0.025779232,0.356257183,1.99018845,0.454282635,0.978183721,0.142386346,0.354308946,0,0.130405351,0.066687751,0.032105155
AGAP002821,9.192654622,18.81379064,7.963382394,7.490863297,8.249050893,8.293662269,9.21797934,8.028595401,16.39679066,13.0833781,11.99789812,14.78829246
AGAP002822,10.17447165,1.649540343,3.001970113,4.154127958,2.855591053,3.335569672,1.630033731,2.502059427,0.933234147,1.714997551,1.415832262,0.918289741
AGAP002823,14.68800032,48.23221218,9.943904826,9.016595461,12.79188859,11.13677881,15.36366248,13.564287,56.9519399,20.38840258,34.33733114,34.43927416
AGAP002824,0.016882865,0.004297088,0.004726465,0.02986575,0.007959254,0.019745683,0.004188369,0.00969174,0.003058247,0.003477921,0.002223209,0.003210926
AGAP002825,12.5924299,10.11023626,3.060295516,0.010322227,0.008544413,0.007708136,0.893503877,0.019508009,0.315176412,0.134410155,0.624349827,0.314365616
AGAP002826,0.004258363,6.377993103,3.687165554,11.03867438,12.21686435,9.852077403,3.089455748,16.60522173,8.347550868,5.441382279,7.78660565,6.625924651
AGAP002828,0.008657737,1.575866971,4.567349689,3.907044722,5.908033372,3.124584151,2.585148013,4.253579221,0.786505535,1.819190268,0.877013205,0.671813514
AGAP002829,5.644074525,4.235262997,4.532677368,4.425895192,5.484950691,3.735195103,4.332113698,4.942976153,3.077773021,4.347131741,4.514619043,3.380923357
AGAP002830,5.288756705,135.7831432,76.09051033,7.362685299,9.798378408,4.357470548,91.27873607,14.10212536,214.5725932,121.6900605,168.2544696,165.4185731
AGAP002831,13.86472984,44.54590539,15.60486384,22.33835155,24.7971278,21.14970033,19.61606813,21.14007851,58.06149464,30.90560235,35.76169854,40.9232979
AGAP002832,3.149599201,0.072354175,0.624676513,1.43355078,0.546483737,0.923297359,0.280188245,0.466412047,0.01878858,0.147194046,0.069809907,0.011689822
AGAP002835,1.032218574,3.00594853,2.698633296,3.454614938,1.194259078,3.373901566,2.941079068,1.593030193,4.358293273,3.778215063,2.930849063,3.90074613
AGAP002836,3.648762286,0.509205499,1.736122753,1.344168558,1.409596748,1.201780142,1.467936292,1.132200432,0.337833006,0.711629783,0.507923813,0.279459715
AGAP002837,39.27569863,3.020429079,7.259622894,7.5386499,9.272711334,8.225577965,5.471169846,8.581359829,3.186422242,4.299745565,3.00784572,3.728318558
AGAP002838,24.89723258,12.42039112,7.47927988,8.620425942,9.002306113,8.257101588,8.591906106,9.289378516,12.47649195,9.636185967,12.22777821,12.8341949
AGAP002839,2.094206049,5.388017238,2.815434281,1.691299698,3.4198433,2.402131824,3.737759678,3.123179133,11.06763303,4.195469831,7.065199241,5.858675859
AGAP002840,4.480075855,3.303912184,2.467061316,4.185256804,3.220449891,4.348909641,2.370049323,3.425816678,2.841480626,2.637245943,3.19839446,2.21985993
AGAP002841,9.108788061,34.15891453,14.09381679,8.733948029,16.63118357,8.591033249,7.564525295,15.55118563,23.36514275,14.88959726,14.47586012,20.89239164
AGAP002842,0.349754131,1.112313577,0.978468432,0.2805907,0.197579342,0.399506642,0.275345114,0.345324354,0.753939077,0.660912318,0.274040051,0.7476019
AGAP002845,1.158582599,0.010585675,0.161216649,0.373472056,0.245090599,0.334417616,0.18572132,0.243414591,0,0.032128855,0,0.039549828
AGAP002846,0.212372877,0.712856512,0.526572911,0.166393587,3.510493228,0.139588168,0.407121575,3.762372585,0.832357238,0.591611877,0.626696846,0.790681893
AGAP002847,0,843.0778294,100.6838016,0.053051575,1.912912039,0.026146778,742.9256921,1.808732569,1658.991954,638.2553536,1128.358412,822.4691476
AGAP002848,0.008734673,617.9734335,186.3704237,6.547717278,54.07650039,3.278654946,382.3107016,45.17135041,938.2335473,549.016248,651.7358946,758.7880534
AGAP002849,0.020429162,384.4386124,110.4132153,0,0,0,1496.797781,0,2903.291008,1183.721792,2541.943655,1597.382012
AGAP002850,0.08533104,1132.305557,420.0354331,0.314901906,0.411398711,0.011246467,780.052642,0.273244177,2060.37812,650.2993854,983.2414293,361.2239434
AGAP002851,0.067172358,0.271271657,0.012295791,0.665145594,1.78328853,0.050589642,0.226635706,1.300825077,0.413709937,0.058810256,0.225561512,0.217181928
AGAP002852,0.00874845,6.848152522,3.904721767,0.546503742,1.220182647,0.310549119,3.52971409,0.457561885,4.557443461,5.611772365,7.128787399,11.96791937
AGAP002853,0,0.39549305,0.570382606,85.78851816,27.24168244,77.58437241,0,27.42529439,0,0.054562324,0,0.067164877
AGAP002854,0.008585941,0,0,2.766253654,0.792769446,2.752076524,0,0.815643739,0,0,0,0
AGAP002855,0.017251999,0,0,2.170180693,0.877123224,1.973641193,0,0.948351357,0.09297214,0,0,0
AGAP002856,0.048997505,0.039574714,0,0.540882364,0.263429092,0.526954582,0.057860176,0.209197544,0,0,0.076781245,0.073928831
AGAP002857,3.967329593,18.47899394,13.11537566,47.60370063,19.4608688,33.88901612,31.9813719,19.79334224,35.5616233,33.7211353,34.61702822,42.54267824
AGAP002858,8.108419303,3.10487185,17.32499685,30.18010001,18.27072123,21.67203853,13.14890949,13.4985153,2.063990737,8.391204004,5.251829309,2.282544858
AGAP002859,0.130678339,0.130471948,0.970655744,1.331416941,0.378258123,0.715823065,1.514740958,0.326744023,0.1727224,0.72986324,0.48870141,0.286909823
AGAP002862,0.500559085,120.5877256,57.04539524,58.56246751,32.77809688,63.89848322,57.36214596,36.41222828,94.44309356,84.13142449,76.37338431,101.5943549
AGAP002863,0.042712457,723.4058351,108.6255773,0.093987081,0.135500859,0.176924612,244.5356259,0.153054815,618.0009512,416.0414156,503.7611578,806.2396047
AGAP002864,0.057298736,4.003178576,2.173204869,0.068645523,0.151797504,0.181244709,14.18666159,0.097856041,14.41004138,17.79212768,19.24491238,26.08027884
AGAP002865,0.044989135,173.8475463,152.7586204,21.58130691,11.26387973,15.44036908,131.2041503,9.727661576,106.1581856,165.2940962,140.7732971,137.483039
AGAP002866,2.534772172,35.79345718,28.90806958,1.014575525,1.465364778,13.45652159,32.54769944,2.298294595,24.49261936,29.48228952,27.01454726,23.80054236
AGAP002867,0.115334014,409.4962502,140.9526118,12.08120417,5.77596846,34.02768342,245.9569354,9.975335109,454.8560887,336.9460076,401.146155,423.8950573
AGAP002868,0.64244079,31.32368625,27.95378395,17.02813355,26.42199282,21.5733009,8.559586687,24.44229095,27.47972295,16.96524322,15.89162243,22.98993851
AGAP002869,0.771252581,39.90581768,19.71170571,17.70966713,24.70796592,25.67022471,22.64678724,26.12245391,59.90848304,30.47900281,44.10646878,36.27050045
AGAP002870,0.045985159,16.84946457,5.615773247,0.208863509,0.173642313,0.164106604,9.628331781,0.098168082,22.68478708,12.05340207,16.01966248,20.01453353
AGAP002872,0.279963215,505.3358073,120.6780719,0.390610169,1.365766021,0.410697594,99.15693453,1.07838503,343.8615061,350.1433596,182.6070322,339.1881787
AGAP002874,5.834224664,4.578678032,7.920277966,6.375207759,6.744378869,6.89270075,5.402686181,6.152986418,3.50055022,5.153382368,3.544049823,3.233378217
AGAP002875,33.4959076,27.20813748,14.99892086,16.67194992,17.84311456,13.19429996,13.22755237,18.24122675,24.11070153,20.26252785,20.1526554,18.43750445
AGAP002876,3.780138365,6.975678177,3.753679898,3.93300632,4.68698375,4.832284602,3.331261139,4.836293654,4.58415213,4.548269259,3.672522652,4.387369503
AGAP002877,1.104021123,1.637281305,0.26735734,0.844171818,0.571090274,1.072163146,0.24951512,0.555379633,0.967884249,0.534165157,0.558748089,0.498139501
AGAP002878,57.63803858,119.4353799,57.12787537,113.5034148,110.4723137,219.4740497,24.45312485,156.9705302,96.31886307,64.63047958,44.4822362,99.89494409
AGAP002879,23.2101711,32.00817502,35.52604217,72.27440563,41.83925398,62.24101157,18.22404273,34.11780638,17.45772565,19.69415865,14.66915392,12.38224927
AGAP002880,28.60065913,17.31608895,19.54123291,12.61457202,18.95666768,14.97206706,18.99110139,17.72185808,17.62901875,19.15218489,16.93222518,16.57893608
AGAP002881,0.082706588,0.313101978,0.156439502,0.061819706,0.035115266,0.050543046,0.083714193,0.041197372,0.251053636,0.108271196,0.144593177,0.123941142
AGAP002883,5.279651101,12.15844191,4.051309649,4.016233834,3.379236672,7.509460511,5.626424343,5.136843789,11.65413774,7.714553271,9.216763306,9.573033712
AGAP002884,28.6457246,58.44923547,103.3647165,61.24849652,55.87257279,41.99953514,184.6782832,45.29870875,90.44370936,143.379505,116.0036245,58.85200772
AGAP002885,0,0,0.020689861,0.89123557,0.32082966,0.723571794,0,0.456732747,0,0,0,0
AGAP002886,0.026095841,0.041844654,0.250536209,1.40809187,0.474547834,1.191239932,0.287767602,0.427032648,0.057907369,0.166986459,0.153349991,0.09988295
AGAP002888,0.00648783,0.011935884,0.038979234,0.267784757,0.076670845,0.161439752,0.015322697,0.079407083,0.010877482,0.017671663,0.011296349,0.014139698
AGAP002889,36.16845431,242.8239117,93.55578662,64.13364179,120.4566148,64.58819594,144.2853822,92.93479286,480.1950485,224.6655735,255.9484949,349.3463906
AGAP002890,25.90136325,94.31257649,35.32649727,107.5285129,94.96399903,71.44658907,83.21018388,132.8670254,100.0878643,66.53976436,138.3527698,116.1627
AGAP002891,0.44290553,6.048455026,3.56935157,4.002977531,2.771769794,2.867243373,5.296850602,2.630851449,8.809348362,4.689905531,7.445653003,5.682480236
AGAP002892,67.0289723,31.35601294,21.02404394,16.89647229,19.98826263,15.04482498,21.57439648,19.72225711,43.51032309,18.79530027,27.71775123,20.27141789
AGAP002893,13.85188746,28.9008998,12.89406919,17.26252775,26.48624082,28.8838473,30.2820623,32.17716334,83.22769368,40.87908553,44.53052954,62.92860462
AGAP002894,11.4904824,18.28630311,7.593496702,0.400843173,0.111984294,0.340488034,12.23629811,0.272719716,39.31859012,19.33408811,24.32879823,20.10533096
AGAP002895,12.75627665,2.536856323,4.17393316,5.299171837,3.632061836,5.253561782,4.397423005,3.857967088,1.590058914,3.222781862,3.26262648,2.656744006
AGAP002896,1.118604901,0.368078837,1.286417542,2.255937929,0.929852745,1.65548489,1.296167004,1.034302124,0.506515402,0.949740207,0.919898249,0.796170308
AGAP002898,3.64917028,2.564345784,3.020217489,1.886145163,1.757820908,1.641538353,4.673743504,1.926695565,4.239740484,5.698576761,5.018572622,6.793150047
AGAP002899,8.422724331,0.940232829,0.836113797,1.187264555,1.318002343,1.162284746,0.785523757,1.26452807,0.477975559,1.12595947,0.893486379,1.099263868
AGAP002900,2.240646183,0.807084845,1.480102107,7.854675835,4.050241754,7.186370616,1.078691957,3.572500154,0.578224167,0.912307169,0.742227623,0.576098594
AGAP002901,9.909327179,15.1214707,8.116057574,9.730425964,9.260923365,15.16039368,16.03210718,11.18563599,27.49513361,18.50627621,22.71333696,30.76315163
AGAP002902,17.7678701,5.499629778,6.765029289,8.6352697,8.916440965,6.563025974,5.130703895,9.870711388,4.242470691,6.107477392,5.318743401,5.624460078
AGAP002903,3.70380715,0.268131443,0.164913053,0.519213712,0.212506639,0.402801624,0.084435365,0.200613896,0.022018816,0.087641362,0.112046885,0.015412051
AGAP002904,0.393692213,0.076437647,0.050445304,1.539355969,0.863644942,1.331522692,0.062583133,0.57699801,0,0.083519234,0.106776867,0.011423346
AGAP002905,1.292086487,0.954515123,0.807609917,231.0001517,126.7431029,243.803586,0.744292262,100.384244,1.953075251,0.869122026,0.864225264,1.069867792
AGAP002906,6.878846214,15.76179223,6.274904088,15.13006072,12.11995772,13.33012762,9.757229841,15.05288237,25.65494322,9.331765498,17.73767652,11.85881716
AGAP002907,0.73762966,0.369472795,0.432279453,0.16147368,0.03787113,0.397916219,0.247585879,0.069171779,0.472496556,0.198580611,0.238945346,0.172551415
AGAP002908,34.57081933,10.62630572,11.06079491,11.28603589,8.882369429,10.4420945,12.23716352,8.64451959,11.36037701,10.59912035,11.08154216,10.19114018
AGAP002909,6.182518287,1.851674492,1.940675863,0.20251083,0.14866869,0.128919496,2.800391364,0.105249609,2.965141863,2.852334024,2.935841812,2.395320396
AGAP002910,0.01104884,0.066930144,0.099101137,0.028364627,0.012913638,0.023299453,0.260947088,0.011793407,0,0.338569005,0,0
AGAP002911,0.009782218,9.165140857,13.19865351,0,0.011433239,0.02062844,156.4090151,0.020882859,16.65857421,136.6287757,96.49709799,114.2399923
