Gene_ID,20H_20h_embryo_F,36H_4th_instar_36h_M,36H_4th_instar_36h_F,10D_Adult_10D_M,10D_Adult_10D_F,20D_Adult_20D_M,20D_Adult_20D_F,12H_4th_instar_12h_biololgical_replicate_1_M,12H_4th_instar_12h_biololgical_replicate_2_M,12H_4th_instar_12h_biololgical_replicate_3_M,12H_4th_instar_12h_biololgical_replicate_2_F,12H_4th_instar_12h_biololgical_replicate_3_F
AGAP000002,5.018970337,3.687311064,3.232688608,2.348177199,3.761347406,1.875187262,2.210300043,3.193654294,2.494369257,2.486306538,2.359444865,2.194236834
AGAP000005,124.5944784,2.243048982,21.98308945,24.42190865,14.35091949,13.38895239,15.48487321,12.11822349,0.971523607,8.081135433,4.331693385,4.313251239
AGAP000007,90.14993661,48.32388814,27.25341264,18.75266985,17.64807599,15.89364452,19.6916064,16.72398449,28.52749561,17.01674054,23.28993919,11.68517067
AGAP000008,22.22801005,7.082992734,17.7248749,15.85704777,23.15561519,14.56328838,15.50429097,19.55399459,8.09888688,8.346362445,14.18483912,8.551551714
AGAP000009,13.19860606,2.05109917,7.444763164,22.60319516,10.02077697,16.44185765,3.586041614,9.064586719,1.249191152,2.677060415,1.818290615,1.36457781
AGAP000010,4.248561235,7.255843153,9.210677217,6.938600818,5.054328016,5.911853858,12.8489661,5.214352489,12.87104643,8.752004063,13.49497386,8.039228722
AGAP000011,2.202117753,14.40299472,67.60223605,9.202804936,14.40216793,8.443451274,33.81667176,13.92921863,10.11161739,26.47017066,16.00899085,15.43432278
AGAP000012,4.088499044,10.74514613,4.261597577,2.552850783,3.785142996,3.088793337,8.013651872,3.489062789,23.46344258,8.770885396,12.26621083,10.97415502
AGAP000013,3.625544819,1.52226722,1.632886638,2.108696435,1.947733882,1.78674356,1.609704512,2.025549574,1.714410228,1.824984938,1.831770891,1.872558013
AGAP000014,0.134861007,19.17786963,3.143536999,2.721844947,2.411289565,3.10409459,31.13937081,3.675296746,47.71971837,11.94039876,52.58597727,30.52231894
AGAP000015,0.98633263,0.268466638,0.503975646,0.584745511,0.343004665,0.357136911,0.481043972,0.268103289,0.259698439,0.417507421,0.362638226,0.240623938
AGAP000016,0.0048868,0.013156704,0.01252329,3.999895551,2.676828422,3.745915613,0.019235747,2.827134322,0,0.029949188,0,0
AGAP000017,14.80903319,0.899284892,6.687460534,6.784935597,4.737071434,4.781718353,6.006700362,4.435922957,0.74044094,3.370603138,2.360687718,1.2927159
AGAP000018,4.861800174,0.49776196,2.149977576,1.819870284,2.842972717,1.636336722,1.552002427,2.81622659,0.392668889,0.968228377,0.8777006,0.922154377
AGAP000019,0.222338456,0.237461396,0.666079523,1.448198149,0.629258036,0.981313356,0.483882436,0.505043832,0.170322127,0.386263659,0.298023662,0.194073895
AGAP000021,55.15054374,10.82753276,11.85262451,7.09644349,9.592635531,9.677429545,9.12934171,9.182687222,11.62679143,9.090330865,8.522593762,11.80033541
AGAP000022,38.09253903,164.3247974,58.73949218,22.84406649,24.48655425,20.76349322,57.34963996,26.45735944,152.3103194,75.54843676,96.9707487,91.58813823
AGAP000023,2.320282334,26.90020277,12.53740848,28.92985293,31.94283999,27.82515914,13.19959907,30.26583297,46.69738764,26.06344784,31.75102979,30.11665962
AGAP000025,16.1956779,0.659942129,3.869822355,4.359393265,5.301536895,3.770419416,3.055100016,4.490054275,0.475656703,1.199452538,0.942128543,0.612794303
AGAP000028,18.8832271,2.093391422,5.777570828,7.156265991,11.38554893,3.59177849,4.545280403,8.932049398,2.234806951,2.422943183,2.727881591,1.19653539
AGAP000029,27.3659661,2.806809483,9.078236876,12.49835592,11.4746534,9.000758129,6.197774613,9.293187768,2.165614485,3.937592985,3.548460494,1.887928765
AGAP000032,5.006647689,5.331294991,5.683804286,11.26721373,6.040865126,8.613420251,3.424677857,5.804821913,5.250966835,2.713054224,3.368369998,2.394321937
AGAP000033,5.321591977,1.642015558,3.101855502,8.3746384,5.19247262,5.671988019,1.564473146,5.561485023,1.56112818,1.805653081,1.487338942,1.760270494
AGAP000035,11.73000723,14.27170674,7.671577238,7.279965838,7.426341403,6.4412326,14.137995,6.092791574,18.05135682,10.89487777,18.49915899,8.65830634
AGAP000037,0.248913846,0.193594822,1.932301403,9.066242026,2.480757862,6.064588738,0.802344757,2.089726377,0.184829328,0.493634784,0.307405532,0.101928765
AGAP000038,0.008960448,0.626474438,1.135220338,3.177330815,2.006845085,2.47767471,0.760524807,1.586475263,0.845047661,0.803130532,0.640639637,0.84498623
AGAP000039,0.011169359,0.060142408,0.110915918,0.440863128,0.261089969,0.434760201,0.03846988,0.279174632,0.090288601,0.062748047,0.080221519,0.063197426
AGAP000040,5.585936832,12.53639093,5.488438668,3.125207953,6.355947477,2.62886156,11.40459865,5.326281427,41.09324856,12.6547526,20.1484644,15.9188058
AGAP000041,0.768641575,1.871780875,2.116528918,5.462969754,0.656709325,1.918320525,3.453697628,0.553796576,4.83815884,2.143363263,3.667687707,3.50823856
AGAP000042,16.01107885,7.991262869,4.399754651,4.939107135,4.961465661,3.634203923,4.287155973,5.134585925,6.665942352,4.778806668,5.931406791,4.414232081
AGAP000043,26.35442104,6.670787467,10.02872674,10.90132623,7.974728864,6.860014797,6.431931034,7.575738309,5.38252466,5.803239663,6.351501357,3.104202278
AGAP000044,83.68669115,383.16162,106.3854118,33.54680053,65.61649705,31.56768317,148.6791912,55.69807028,564.6375401,210.6017941,308.6452194,266.5622215
AGAP000045,0.043815793,0.041514612,0.08133518,0.421094257,0.195126749,0.224359821,0.05903803,0.166327917,0.053279746,0.037869474,0.051055819,0.034750399
AGAP000046,5.055882094,79.86704925,29.58192801,41.29862198,25.51825198,24.04053031,47.73691168,23.3444985,88.24886929,26.73996327,87.81335809,52.52497049
AGAP000047,19.27388149,7.978937204,7.928581986,0.531563492,0.281039582,0.273252299,32.22828515,0.290881326,60.73136332,21.07327858,32.63550577,39.68703321
AGAP000048,11.35202821,5.091955091,2.86869174,3.540950339,4.59301052,2.419233451,3.121966117,4.697031949,4.712603669,2.324073767,3.641433142,2.689405369
AGAP000049,17.46447664,13.09473784,8.962199693,8.551050281,9.073101425,6.984131015,7.755385873,8.75204392,18.73460806,7.349077638,10.19842006,9.029728725
AGAP000051,12.21363476,0.758653578,0.748874651,0.23798282,0.088973747,0.10054766,0.570301863,0.054607166,0.741087842,0.34112726,0.557978464,0.395218117
AGAP000053,2.765833744,27.15951178,12.47287027,5.032272123,9.689256567,4.329362685,21.39416792,7.818429165,52.61855958,22.41127391,33.94625272,50.77822016
AGAP000056,5.565209528,3.454754293,1.609486185,0.732586111,0.394697183,0.466433999,1.545104582,0.324545245,3.290578759,1.397572692,2.353049319,1.748580446
AGAP000057,56.40400087,25.58886983,14.49271402,14.34998635,10.81950542,10.48332643,11.54392898,8.850213967,15.38696409,11.56214063,12.21312768,11.39965883
AGAP000058,14.15622636,4.104451329,4.11532369,2.560000833,2.144532443,1.867211951,2.731529806,2.023201422,3.054927289,2.831163102,2.734893268,2.442328349
AGAP000061,9.356336076,2.503220976,1.653285525,4.904719475,1.796147239,3.510760041,1.000290874,1.699469612,1.678855048,1.180972605,1.019140985,0.999451865
AGAP000062,6.265374622,7.945039219,4.823593178,7.571457636,8.249860488,6.658496853,2.88232816,7.467340485,6.472132523,3.772806886,3.520251741,4.904961114
AGAP000063,3.218738071,0.515613307,0.800200652,0.920371818,0.911571456,0.768699273,0.622747287,0.676463553,0.558422154,0.425258484,0.384200799,0.621199485
AGAP000064,34.1182699,3.625074724,9.287749137,6.095947998,7.38750136,4.641576845,6.556747164,7.160251956,1.124741766,4.177544907,3.215010897,1.425984003
AGAP000065,4.070106442,0.3146183,2.02751867,5.618909669,2.155330006,3.52612751,1.102286895,1.948077778,0.168959904,0.590993715,0.297760772,0.240110407
AGAP000066,9.755189556,6.88117734,5.022683598,5.664758478,4.464687766,4.631784294,3.106210429,3.942416927,4.727972179,3.300690462,3.082314255,4.463486957
AGAP000067,1.98970314,1.066632772,1.902711873,7.270199056,2.346100586,5.786277296,0.849044506,2.095594894,0.759124901,0.989194734,0.597837462,0.686325535
AGAP000068,0.024892572,0.912170116,0.541503932,1.133212268,0.353093957,1.199278961,0.278919805,0.376811636,0.689031284,0.402194009,0.434404539,0.290225707
AGAP000069,1.463664367,0.129625511,0.082256566,0.192271024,0.110044923,0.189523788,0.050538363,0.105066884,0.276764287,0.15737189,0,0.064573639
AGAP000070,7.949309957,7.174344147,6.2531518,6.112280781,6.228326044,4.682819697,2.969889904,7.125666393,4.677248778,3.947764271,3.578852509,4.389916635
AGAP000071,0.118853949,0.189084901,0.018459655,0.184922633,0.105237766,0.037975082,0,0.061509512,0.155275548,0.353167046,0.338635206,0.027171246
AGAP000072,0.123084995,0.108734409,0.049285487,0.19749019,0.085416283,0.085167417,0,0.041056106,0.165828255,0.353595646,0.241099499,0
AGAP000073,0.354699288,1.314021065,1.660383649,0.901815782,0.505728929,0.688548811,1.613575504,0.444842194,2.227523527,1.737649293,2.020792207,2.327991707
AGAP000074,0.033785894,25.78760694,12.45102185,0.069870091,0.039488201,0.047497767,11.63665059,0.028048754,32.77338722,26.95229267,18.30979356,33.81482194
AGAP000075,0.110548457,11.8997487,6.457952686,7.561992061,2.854290749,5.084160939,9.48820916,2.505852261,12.60829571,14.43703881,13.00832056,13.16951229
AGAP000076,11.01251286,34.17412479,18.33877131,25.45845702,14.94267188,22.04974581,22.62667065,16.04467117,43.68330679,19.12400104,37.06089028,26.21927637
AGAP000078,10.74180315,13.77068175,4.393189396,2.931488096,2.856352581,2.759457723,3.920660006,2.965484925,11.4476835,5.205508905,6.6798444,6.920322503
AGAP000079,1.565454756,10.64913306,5.210023048,6.389507009,8.754313657,6.821826052,4.206116734,6.646245792,14.81888441,7.581798349,8.039304784,11.9869425
AGAP000080,0.061066396,0.192743693,0.277862145,0.208921815,0.089323581,0.118903909,0.18136407,0.094833328,0.224889684,0.186375428,0.173073326,0.212343736
AGAP000081,16.40772083,19.42949495,6.508065536,7.793076072,7.130910991,7.053278371,7.337216388,7.24004965,23.75122696,9.128276884,14.27772271,9.78860911
AGAP000082,19.84941795,88.45841354,36.90494777,16.10713869,40.08893076,18.61864016,39.55164738,35.95756618,124.529405,51.05043159,70.82543807,87.2099941
AGAP000085,3.763417918,14.03650411,16.39969171,0.049586109,0.092677129,0.060025129,24.06945136,0.093318362,14.96718537,26.79014132,19.99267662,16.27426133
AGAP000088,0.41402892,13.38614707,23.27029523,0.801889552,0.47818107,0.661276338,23.93964774,0.329486133,7.657471256,26.19991723,17.98600666,13.7877269
AGAP000090,2.75940368,4.142935768,3.439138393,8.454694552,5.124825343,5.844392647,3.138542324,5.607022383,4.136343739,3.365450485,3.508871965,3.007622606
AGAP000091,0.125604101,1.505631523,1.780573756,7.28842445,4.599836055,8.570438167,0.412009376,4.313597721,1.009960834,0.928618598,0.656090495,0.977656965
AGAP000092,1.90186979,313.9769849,85.71910592,27.54057348,29.30291384,26.14898786,99.12187398,37.40898037,310.5187046,235.1099098,231.569232,307.0085053
AGAP000093,9.172901943,13.17462468,11.06075669,17.02454002,18.60249862,19.84777199,8.073700632,16.75534558,12.66592332,7.275654291,9.546490318,7.668931003
AGAP000094,0.879560417,0.592008917,0.412622883,36.65257918,56.0462415,40.54185521,0.425678416,68.28341998,0.362623572,0.471297444,0.564881084,0.616415258
AGAP000095,3.632487286,24.69758179,13.47688842,13.96954566,15.72340074,14.61206718,12.34131898,17.3011549,26.23269068,18.76760767,19.81364216,21.37750752
AGAP000096,7.061721768,29.60476538,12.64249385,13.16248171,19.11964528,18.77919265,21.58341383,20.41275629,67.24306172,28.41584065,33.63204738,37.75485264
AGAP000097,1.849519671,9.49723225,7.056396287,8.143209127,9.251152301,6.933706724,4.692757687,11.3837214,10.38523098,7.377306893,6.275338414,10.16446593
AGAP000098,3.518382912,7.386499116,1.790168079,2.994861628,3.654993306,2.965818824,2.4747249,3.323017804,9.386283016,3.881575674,5.710500343,5.094323362
AGAP000099,3.265287349,1.468322638,1.889889084,2.522922819,2.513796469,1.680044721,1.340761041,2.337548015,1.409204846,1.171337531,1.29889425,1.003757787
AGAP000100,0.689397668,75.76527602,17.20930041,1.005582112,6.431371187,0.991214002,17.79909765,4.341546372,75.79025811,21.16358509,42.96713179,38.48676444
AGAP000102,4.475368142,45.75638936,22.33335149,10.13576291,18.76095632,10.2081221,27.20065626,15.80578605,63.85170137,28.56524717,39.16589364,45.54868129
AGAP000104,0.317421188,2.631241688,1.180151192,3.501021829,1.654619925,2.723424078,0.840594089,1.722745614,3.123710489,1.655990842,1.821191607,1.002802568
AGAP000105,14.18143705,12.59535733,4.584532298,3.651451483,4.346319716,3.914281568,6.971537516,3.724849445,12.3185268,5.549505087,9.218402819,7.655498425
AGAP000106,1.329732628,7.261979692,1.540979585,3.139822001,2.577935228,3.155337241,2.524978248,2.653551785,13.40722402,5.255762848,6.618672905,6.068169906
AGAP000107,0.219577102,0.693881355,0.385453094,1.486756736,1.035529614,1.338178144,0.207435373,1.074605383,1.372645679,0.470994254,0.541936983,0.323021577
AGAP000108,0.069855385,0.244492651,0.375935297,1.512375233,1.42063031,1.350331418,0.384957207,1.555878194,0.100388054,0.285409976,0.364888201,0.316199381
AGAP000109,126.6595041,307.8753192,256.5989236,122.1242428,154.4558443,117.6831867,377.9995479,148.5353885,684.4694363,488.4464066,465.1305087,649.2681825
AGAP000110,13.22122188,55.12985847,15.37252563,12.46977796,19.01619224,12.57994423,33.82312627,17.83737627,137.0329863,52.91449888,70.28475799,79.61120919
AGAP000111,0.032462896,0.234106273,0,0.107149987,0.032521637,0.034228377,0,0.064350984,0.249920928,0.31263847,0.218017649,0
AGAP000112,1.056099727,2.18976291,1.144087166,0.819054945,1.088641259,0.604579566,1.002062251,0.968663015,3.59632162,1.299911673,1.760270005,1.946711819
AGAP000113,0.074712982,0.342991215,0.379496168,0.558638372,0.234166265,0.334533977,0.229469508,0.217071358,0.263607326,0.234075833,0.20738125,0.139015675
AGAP000114,13.26814701,2.403914013,1.540486087,0.561901862,0.938751699,0.373495169,1.008023046,0.875259517,1.334298136,0.813429244,1.210068156,0.737113105
AGAP000115,0.146428065,0.080637438,0.056855738,0.045564937,0.103722342,0.00467853,0.026199088,0.099460881,0,0.081581588,0.104299643,0
AGAP000116,14.8211761,9.48208145,4.0884328,4.361345993,5.180822147,4.077489523,3.454287533,4.903144413,8.805945064,3.441836915,5.434568093,4.472522467
AGAP000117,4.049157878,3.365374769,6.434167048,1.565304347,3.580317822,1.151705389,3.547371309,1.81024854,2.733421627,3.379968744,2.826685122,2.613885018
AGAP000118,6.440191539,46.04849976,12.19162679,37.31828932,31.07645548,41.710842,18.75858545,30.10465535,83.46376301,34.36918322,46.63805189,42.4313239
AGAP000119,22.84801062,29.50465249,19.31241107,12.74501716,22.93085155,13.54884879,32.92321013,19.9461784,49.8352531,28.77433988,39.71777308,44.34988578
AGAP000120,30.33949686,84.4160521,24.66707458,19.84339888,24.95046469,23.09952152,37.35038373,30.19494099,105.2677627,40.38858381,67.45481589,70.1406614
AGAP000121,0.423162176,0.031892674,0.201538346,0.973147675,0.219985389,0.385112749,0.081600148,0.183340748,0.049652065,0.044365877,0.010312811,0.009929691
AGAP000123,3.46201285,0.132402987,0.111153635,0.06451749,0.09482872,0.030398932,0.021090392,0.066177404,0.032999357,0.023454847,0.011994531,0.013473758
AGAP000124,4.19572081,5.576861021,2.760921586,2.17991638,2.84724603,1.956265324,2.68873539,3.022526498,5.928514292,2.602826309,3.207460186,3.690801873
AGAP000126,3.776879512,12.52186379,3.90446725,4.268388298,4.850633061,4.528452383,4.005925866,7.066366439,10.94762755,4.748090907,6.489390897,5.734343664
AGAP000127,9.134750976,20.03741824,8.01599797,7.194780566,12.48560429,7.925311281,10.87012884,11.71541631,35.92552575,12.59440911,20.97110077,19.94874933
AGAP000128,0.072013991,0.031990674,0.099656254,6.979016649,5.437275442,4.718317643,0.017007977,4.163112619,0.031047045,0.044134417,0.033854727,0.05432838
AGAP000129,0.337576957,9.156154858,6.622401322,33.31584955,17.68910089,27.06014227,3.507004215,16.04058167,8.650909586,4.246858665,4.592460969,3.234452786
AGAP000131,2.417688259,13.45696668,10.37040816,5.229991788,4.133456132,3.135503234,6.363281416,3.603255327,13.2869782,8.575803925,9.456560989,11.98629371
AGAP000132,4.198919251,27.22757923,20.99450777,21.50622821,30.2235379,25.31604616,12.90547649,25.90894542,37.72850757,21.15078196,22.66263855,39.17811828
AGAP000133,3.515579523,0.025955143,0.04117594,1.121963968,1.975592111,0.772526695,0,2.188380848,0.138542493,0.551439854,0.050357109,0
AGAP000136,4.331596364,4.058027888,1.215005281,0.899279362,0.700091173,0.773283093,1.112248997,0.729728614,2.874419702,1.310141249,2.155910709,1.58081591
AGAP000137,0.151608373,0.336312701,0.238038942,2.527121728,0.958358499,2.019557985,0.340411629,1.136194348,0.368237681,0.294447501,0.309519314,0.475222207
AGAP000138,0.059831743,0.022652532,0.145589258,0.403200774,0.136834201,0.248399812,0.096809718,0.162422657,0.018602143,0.070516187,0.056345536,0.065102766
AGAP000139,2.313097724,5.657018155,3.224089605,0.74913445,2.032620085,0.838510886,1.81762797,1.808375497,5.529952063,2.430363026,2.278016235,5.273808371
AGAP000140,0.124623558,0.170868357,0.126170848,0.108619605,0.629383141,0.097334191,0.063590018,0.54522509,0.215576732,0.084862955,0.060274875,0.220535546
AGAP000141,12.98107912,11.32414272,7.27227646,7.484642068,11.87344672,6.144804586,3.66187621,10.63937868,6.935834539,5.575948456,4.615782908,4.878184044
AGAP000142,7.226999165,13.01063443,9.152371647,10.94345354,9.635349493,8.578088317,5.573263112,9.221673352,10.94085269,7.912955754,7.686778572,7.545971259
AGAP000143,3.763055394,9.884013155,3.797339721,4.943341618,14.35040714,4.392693915,4.583073836,12.53781631,10.10384551,7.14582505,6.772027586,9.774401636
AGAP000144,0.102283627,0.225009052,0.236996611,0.638001059,0.559158326,0.393483869,0.221888814,0.391360746,0.348690715,0.276376674,0.222757442,0.357470048
AGAP000145,57.50652054,11.06050001,27.53270967,29.60946645,23.70443988,23.59116635,31.45504378,22.11130177,13.6237605,23.22582321,24.13389756,18.5781149
AGAP000146,4.033976029,1.663462338,1.586443553,2.895185547,1.634181347,1.917798077,1.529264031,1.548619475,1.421584938,1.258130086,1.295953154,0.906767695
AGAP000147,43.80078267,12.44329937,5.728386874,4.108735818,13.20741565,5.152959348,7.555911561,15.21681094,17.71824957,7.624383642,9.930806067,12.00696248
AGAP000149,9.195819801,6.206579023,5.69956047,6.277247667,9.061787106,5.925327234,3.67294041,10.28619858,5.681977307,3.926431284,4.543598648,4.870771614
AGAP000150,0.041955504,0.084717429,0.053759208,0.430833365,76.40892247,0.778575356,0,88.49983436,0,0,0,0
AGAP000151,0.046806056,0.015751961,0.049978673,0.07009374,42.66146596,0.024675792,0,64.36546502,0,0.047809182,0,0
AGAP000152,0.017607992,0,0.0112809,0.011300828,1.203920037,0.009282798,0.051982317,2.264746051,0,0,0,0
AGAP000153,7.002865799,2.723190932,2.524652913,1.14397204,0.423668561,0.556449276,1.785984623,0.401090888,2.767201105,1.624710904,1.907581931,1.606662227
AGAP000154,0.399886519,1.115649743,0.187745971,2.088445175,25.8913399,1.577104943,0.414542525,16.98540144,0.78962359,0.392866753,0.884949276,0.391493235
AGAP000155,2.601486038,5.750625161,2.175472029,1.495482942,2.746686786,1.504038231,2.469393356,2.548275851,9.874075237,4.043073141,6.202739112,6.047431431
AGAP000156,15.83244242,6.178395043,3.090049686,1.998384627,1.253083673,1.748581872,3.431026443,1.094785337,4.420671884,5.02379118,5.483399044,5.457123645
AGAP000158,16.16729722,9.571015601,4.758148826,5.932668591,9.066699205,4.704213262,7.117722098,9.684974456,15.63175606,5.179203033,10.90593029,10.85705256
AGAP000159,2.936898295,1.475418954,1.316594065,1.992494705,3.906592537,1.426203144,1.048827993,3.227070508,1.040997171,1.090536925,1.147188106,0.856273956
AGAP000160,18.87437096,3.027878731,0.511879689,0.096611459,0.057518261,0.097672862,0.068369227,0.052528674,0.280808859,0.106447792,0.158772074,0.152873709
AGAP000161,11.29536244,6.293651406,4.911790547,4.596016318,4.090424579,5.044999639,5.025530264,4.516232771,6.047916001,3.245728139,4.661526893,3.94352288
AGAP000162,17.23790941,74.38033589,65.60739512,5.486084067,9.587806566,12.02485736,45.83863482,12.5160504,73.0063324,43.68390169,62.24361431,47.4811268
AGAP000163,10.45558267,12.94028409,6.618635779,3.94558341,2.261634904,6.687714794,18.60456681,3.288243153,36.13760533,21.82738453,23.44431315,36.50415162
AGAP000164,2.139137799,0.527559291,1.234478123,0.978148174,1.151480854,1.417562479,0.578488195,1.435045884,0.586664239,0.533736261,0.383830876,0.698079694
AGAP000165,13.65519761,251.4290818,77.52417002,38.3651604,37.10665267,68.60462233,165.1334124,62.35397196,480.5760163,255.7621483,315.4190502,381.5534388
AGAP000166,0.335842306,0.578899825,0.446071418,0.916061729,0.319524936,0.642358641,0.266005135,1.206572036,0.860794666,0.345131632,0.352992455,0.509818238
AGAP000167,44.15596111,94.55869926,41.0893186,205.3997237,140.0195791,160.7416461,56.80773159,224.6477241,123.6126012,71.50482261,142.5857821,96.84834277
AGAP000168,1.55772341,1.741648612,0.550080715,0.20124295,0.278594965,0.199248463,0.565861291,0.268591444,1.462015836,0.739454748,0.989655175,0.747109937
AGAP000169,1.661622549,1.692084697,0.785192276,0.37543901,0.898678086,0.364209415,0.953541687,0.909782592,2.098430225,0.73681203,1.244273487,1.502637564
AGAP000170,41.729766,289.8743149,121.8816409,288.0838557,315.4445326,224.8339917,156.9495653,222.2138604,568.5857337,228.3812252,286.3673793,383.5984665
AGAP000171,10.35291271,6.372607125,6.746520014,8.775234944,8.473349898,7.292898152,6.245302573,8.207684374,6.170619266,4.205491368,6.08064001,4.238879596
AGAP000173,9.218048225,9.716145199,8.739682072,7.75804345,13.37451116,8.987086736,14.09816373,13.75410713,27.73561938,11.22133771,15.09568541,20.98681135
AGAP000177,0.032309811,0.043493764,0.027599873,0.069121567,0.075525977,0,0.41333512,0.045982839,3.598473135,0.693047467,0.590693773,0.934374288
AGAP000178,25.1586913,29.93300365,9.536322152,14.13727205,10.61639102,12.37842913,10.83487231,10.23141981,28.5467999,13.47158147,19.80692073,12.82964632
AGAP000179,0.792745516,21.76935937,13.37639567,3.418479696,20.10299099,2.392235985,9.377321349,18.22215542,32.1830974,9.816143457,16.43305597,16.95348111
AGAP000180,12.27178966,274.5102889,233.8604527,21.02732844,53.53675434,11.58211642,213.2908202,53.87770408,655.3256894,148.484581,442.9439907,354.3136658
AGAP000181,0.207890465,6.492547309,12.70801045,1.419634693,5.309873751,1.057988439,14.90965068,7.367078143,8.663925499,5.419066806,7.601381635,12.44228499
AGAP000182,2.751642387,6.470220805,4.861804297,15.11062098,14.50198605,7.432877931,7.702964203,15.64900265,16.7200653,11.03464848,11.55696797,16.65307075
AGAP000183,0.266020029,0.823634898,0.312456595,8.821149561,6.643287472,6.797145037,3.298446281,12.58357511,10.03519428,4.972498841,5.870849894,7.960675386
AGAP000184,2.482075783,69.5940905,18.68961876,82.90567433,33.38926746,51.16788283,27.47934238,50.3394105,66.74216771,32.35743409,54.6360163,41.02858073
AGAP000185,2.803206003,0.224709564,1.017108301,1.675237327,2.660987619,0.876327793,0.569754188,2.917919478,0.231122716,0.308156021,0.385277867,0.186877024
AGAP000186,0.161314133,0.18457969,0.072344311,0.04141263,0.053419771,0.036852212,0.079371933,0.06313446,0.14488872,0.296588418,0.189589754,0.223112409
AGAP000187,13.70859011,4.40386652,6.877339897,11.62241733,10.40574704,10.28294053,4.438819568,10.15822383,2.742783265,4.914884279,4.064990138,4.691363548
AGAP000188,4.619162804,6.662076242,6.615030774,4.723311228,4.149646438,3.627314506,13.4524935,3.263866952,20.11503654,14.86682518,14.01558983,20.15316152
AGAP000189,15.62642855,25.88156106,9.93867659,8.558684221,10.92019093,7.122433475,7.327151875,11.98092237,26.79908724,10.81197773,13.66756029,13.63538598
AGAP000190,1.798739454,0.115632527,0.399063763,0.260325853,0.333766175,0.12106149,0.532456117,0.270493318,0.164045033,0.356206159,0.325710922,0.346622461
AGAP000191,0.013536346,1.926967443,0.89758525,1.116361799,0.854332894,0.838510198,0.119886002,0.906646075,0,0.082958702,0.079545183,0.127650147
AGAP000192,0.390585316,0.043699838,0.043576722,0,0.173448732,0.001086615,0.042594206,0.177102708,0.144398758,0.025263715,0.080747277,0.038873763
AGAP000193,0.001638558,0.016543049,0.023095019,0,0,0,0.0193494,0.005246934,0.017660587,0.010042047,0.051353837,0.06180756
AGAP000194,0.614574054,1.781810148,1.195120857,0.031935246,0.080429856,0.018976668,1.43147334,0.090968388,2.607363645,1.560441863,1.542894132,1.437653991
AGAP000195,17.9488794,6.392699388,4.613010528,6.084156363,4.433163267,5.938608961,5.206208813,4.891106809,5.110168359,4.43395912,6.028188433,3.933038603
AGAP000196,2.092532868,1.404662829,0.767093643,0.799569648,1.011414899,0.945852797,1.123195585,1.160568045,1.125669406,1.051544785,1.169016401,1.238146332
AGAP000198,5.860005567,1.585304498,2.269871431,0.969662214,0.260531503,0.466700518,1.462748539,0.336242178,1.341060223,1.11363852,1.103137535,0.775426277
AGAP000199,7.560526875,21.90132133,7.387851941,4.463989718,5.767393485,4.161609337,9.66017202,5.610748765,23.18393699,10.48878137,13.71374993,19.51788086
AGAP000200,0.586482968,1.494802677,1.105207404,0.166327061,0.131694187,0.159198332,0.888161045,0.179803643,2.477469077,1.059994387,0.957889902,1.853109303
AGAP000201,11.76226127,8.114966388,9.401130429,6.84517467,12.09302254,8.929253973,13.67466591,13.56468331,11.70697198,8.481977016,11.83226634,20.98794199
AGAP000202,17.71804234,49.11942678,16.29776754,23.00660142,23.68967063,22.72480473,23.34872391,24.17451957,76.7559622,33.46775518,43.05579412,41.58542354
AGAP000203,2.915556068,0.9146169,1.527514652,5.467955313,3.095822184,3.834709629,1.034214756,3.45692989,0.781680185,1.087373523,0.946232146,1.013667796
AGAP000204,0.570716369,5.463241028,3.667238448,0.873660776,0.741156214,1.065328403,3.145088642,0.956632308,6.606903553,2.82405775,3.477979722,6.314829408
AGAP000205,4.206197418,2.747721613,1.291330511,0.609620756,0.549803387,0.393130599,0.890704915,0.571063392,1.633622262,0.92525395,1.12791239,0.856243046
AGAP000206,19.77958894,13.42678551,13.68649073,22.30693037,14.24208414,19.33065359,11.87185107,13.55301519,13.70812722,14.10147961,13.76933921,11.38658742
AGAP000209,5.087362125,1.907948956,1.59469384,1.110502641,0.828513368,0.88883918,0.808555096,0.732136717,2.114108551,0.728177823,1.136079188,0.780904477
AGAP000210,1.851868843,7.331844033,10.76963209,22.27147279,9.241953837,17.87990069,3.045469524,26.59643823,4.604196705,8.076833398,4.183807214,4.165515567
AGAP000211,0.304591755,77.91143031,63.90605115,19.33117158,23.63381081,16.02158279,21.47965497,29.40743062,27.79899922,44.28938415,31.2752658,55.77926992
AGAP000213,1.944762239,0.693534447,0.440096718,2.543962861,2.381491004,3.601880907,0.24664413,2.610872885,0.950494254,0.227563703,0.436400181,0.455203628
AGAP000214,0.485716586,0.123929815,0.585389947,2.464128636,1.126363367,1.959387328,0.283186679,1.097201722,0.091997861,0.313867312,0.165603518,0.147185876
AGAP000215,2.133458098,0.319895281,0.334360422,0.534332244,0.239648701,0.406850408,0.219336398,0.200588982,0.31795318,0.219852544,0.262526872,0.186832977
AGAP000216,0.064354084,0.828400072,0.020614843,0.234047596,0.042308787,0.026858857,0.015832178,0.040069648,0.635815272,1.101032625,0.58826646,0.040458031
AGAP000217,0.310616129,0.080158176,0.317689647,0.929721523,0.288967787,0.488325984,0.185045037,0.283971745,0.030025658,0.106706203,0.049111459,0.068303407
