Gene_ID,Chr,Testes_Specific,Ovaries_Specific,variable,value,Population
AGAP004699,2L,1,1,II_mean_FPKM,61.84687735,II
AGAP004700,2L,-1,-1,II_mean_FPKM,0.006143084,II
AGAP004701,,-1,-1,II_mean_FPKM,0.468143248,II
AGAP004702,,,,II_mean_FPKM,0.025516445,II
AGAP004703,2L,-1,-1,II_mean_FPKM,39.72218839,II
AGAP004704,2L,1,1,II_mean_FPKM,171.0459424,II
AGAP004706,2L,,,II_mean_FPKM,0.009995716,II
AGAP004707,2L,-1,-1,II_mean_FPKM,2.429426939,II
AGAP004708,2L,1,-1,II_mean_FPKM,71.43042418,II
AGAP004709,2L,-1,1,II_mean_FPKM,25.08421895,II
AGAP004710,2L,-1,-1,II_mean_FPKM,36.16824604,II
AGAP004711,2L,-1,1,II_mean_FPKM,80.83944614,II
AGAP004712,2L,,,II_mean_FPKM,0.029981831,II
AGAP004713,2L,-1,-1,II_mean_FPKM,0.015215349,II
AGAP004714,2L,,,II_mean_FPKM,0.551661538,II
AGAP004715,2L,-1,-1,II_mean_FPKM,69.33657602,II
AGAP004716,2L,,,II_mean_FPKM,0.018523766,II
AGAP004717,2L,-1,-1,II_mean_FPKM,0.08616418,II
AGAP004718,2L,-1,-1,II_mean_FPKM,0.072140791,II
AGAP004719,2L,-1,-1,II_mean_FPKM,0.039973763,II
AGAP004720,2L,-1,-1,II_mean_FPKM,0.124475341,II
AGAP004721,,-1,-1,II_mean_FPKM,12.9086618,II
AGAP004722,2L,-1,1,II_mean_FPKM,12.5568564,II
AGAP004723,2L,1,1,II_mean_FPKM,76.3521051,II
AGAP004724,2L,-1,-1,II_mean_FPKM,41.28810973,II
AGAP004725,2L,-1,-1,II_mean_FPKM,358.7815549,II
AGAP004726,2L,1,-1,II_mean_FPKM,1.852010051,II
AGAP004727,2L,-1,-1,II_mean_FPKM,0.022517881,II
AGAP004728,2L,-1,-1,II_mean_FPKM,3.210582245,II
AGAP004729,2L,-1,1,II_mean_FPKM,59.88915626,II
AGAP004730,2L,,,II_mean_FPKM,0.046188156,II
AGAP004731,2L,-1,-1,II_mean_FPKM,4.575760148,II
AGAP004732,,,,II_mean_FPKM,13.80800066,II
AGAP004733,2L,-1,-1,II_mean_FPKM,0.719681322,II
AGAP004734,,-1,-1,II_mean_FPKM,25.01815625,II
AGAP004735,2L,1,-1,II_mean_FPKM,9.170540928,II
AGAP004736,2L,-1,1,II_mean_FPKM,7.948962144,II
AGAP004737,2L,-1,-1,II_mean_FPKM,28.27824247,II
AGAP004738,2L,-1,-1,II_mean_FPKM,33.00852294,II
AGAP004739,2L,-1,-1,II_mean_FPKM,66.89668786,II
AGAP004740,2L,-1,-1,II_mean_FPKM,1.229450578,II
AGAP004741,2L,,,II_mean_FPKM,0.008414666,II
AGAP004742,2L,-1,-1,II_mean_FPKM,398.2661275,II
AGAP004743,2L,-1,-1,II_mean_FPKM,23.91917438,II
AGAP004744,2L,-1,-1,II_mean_FPKM,288.0654802,II
AGAP004745,2L,1,-1,II_mean_FPKM,252.888079,II
AGAP004746,2L,1,1,II_mean_FPKM,196.4004147,II
AGAP004747,2L,-1,-1,II_mean_FPKM,120.0679862,II
AGAP004748,2L,-1,1,II_mean_FPKM,5.928163282,II
AGAP004749,2L,-1,-1,II_mean_FPKM,42.80948339,II
AGAP004750,2L,-1,-1,II_mean_FPKM,678.9823671,II
AGAP004751,2L,-1,-1,II_mean_FPKM,37.1566739,II
AGAP004752,2L,-1,1,II_mean_FPKM,14.95705778,II
AGAP004753,2L,1,1,II_mean_FPKM,191.0303042,II
AGAP004754,2L,1,1,II_mean_FPKM,80.88352157,II
AGAP004755,2L,-1,-1,II_mean_FPKM,23.19366592,II
AGAP004756,2L,1,1,II_mean_FPKM,50.97683718,II
AGAP004757,2L,-1,-1,II_mean_FPKM,68.32805231,II
AGAP004758,2L,-1,-1,II_mean_FPKM,385.4403231,II
AGAP004759,2L,-1,1,II_mean_FPKM,0.091338681,II
AGAP004760,2L,-1,-1,II_mean_FPKM,0.941639408,II
AGAP004761,2L,-1,-1,II_mean_FPKM,1.06570684,II
AGAP004762,2L,-1,-1,II_mean_FPKM,0.101498445,II
AGAP004763,2L,-1,-1,II_mean_FPKM,0.125189985,II
AGAP004764,2L,,,II_mean_FPKM,8.147793705,II
AGAP004765,2L,1,-1,II_mean_FPKM,218.5942148,II
AGAP004766,2L,1,-1,II_mean_FPKM,105.2231159,II
AGAP004767,2L,-1,-1,II_mean_FPKM,20.94080686,II
AGAP004768,2L,-1,-1,II_mean_FPKM,36.15101425,II
AGAP004769,2L,1,1,II_mean_FPKM,69.04630034,II
AGAP004770,2L,-1,-1,II_mean_FPKM,0.032625945,II
AGAP004771,2L,,,II_mean_FPKM,0.632823912,II
AGAP004772,2L,-1,-1,II_mean_FPKM,15.59009227,II
AGAP004773,2L,-1,-1,II_mean_FPKM,0.564557062,II
AGAP004774,2L,1,-1,II_mean_FPKM,475.1939544,II
AGAP004775,2L,-1,-1,II_mean_FPKM,12.1352502,II
AGAP004776,2L,-1,-1,II_mean_FPKM,14.59965003,II
AGAP004777,2L,-1,-1,II_mean_FPKM,12.47485377,II
AGAP004778,2L,-1,-1,II_mean_FPKM,62.8461066,II
AGAP004780,2L,1,-1,II_mean_FPKM,137.8563061,II
AGAP004781,2L,1,1,II_mean_FPKM,199.2527089,II
AGAP004782,2L,1,-1,II_mean_FPKM,25.77380727,II
AGAP004783,2L,-1,-1,II_mean_FPKM,7.088007858,II
AGAP004784,2L,-1,-1,II_mean_FPKM,0.465741702,II
AGAP004785,2L,-1,-1,II_mean_FPKM,0.472330819,II
AGAP004786,2L,-1,-1,II_mean_FPKM,2.805633833,II
AGAP004787,2L,-1,-1,II_mean_FPKM,3.28786926,II
AGAP004788,2L,-1,-1,II_mean_FPKM,0.26553747,II
AGAP004789,2L,-1,1,II_mean_FPKM,3.595636689,II
AGAP004790,2L,-1,-1,II_mean_FPKM,1.548779653,II
AGAP004791,2L,-1,1,II_mean_FPKM,1.885872845,II
AGAP004792,2L,-1,-1,II_mean_FPKM,12.49695198,II
AGAP004793,2L,-1,-1,II_mean_FPKM,224.9380042,II
AGAP004794,2L,-1,-1,II_mean_FPKM,0.017537701,II
AGAP004795,2L,1,1,II_mean_FPKM,437.6246033,II
AGAP004797,2L,1,1,II_mean_FPKM,14.93370182,II
AGAP004798,2L,-1,-1,II_mean_FPKM,77.06813409,II
AGAP004799,2L,-1,-1,II_mean_FPKM,0.072736801,II
AGAP004800,2L,,,II_mean_FPKM,22.55286797,II
AGAP004801,2L,-1,-1,II_mean_FPKM,15.88909638,II
AGAP004802,2L,-1,-1,II_mean_FPKM,4.600808934,II
AGAP004803,2L,-1,-1,II_mean_FPKM,227.1180597,II
AGAP004804,2L,-1,1,II_mean_FPKM,4.438956366,II
AGAP004805,2L,-1,-1,II_mean_FPKM,6.225041119,II
AGAP004806,2L,1,-1,II_mean_FPKM,46.21255044,II
AGAP004807,2L,-1,-1,II_mean_FPKM,11.48159301,II
AGAP004808,2L,1,-1,II_mean_FPKM,270.5453762,II
AGAP004809,2L,-1,-1,II_mean_FPKM,71.29459696,II
AGAP004810,2L,1,-1,II_mean_FPKM,25.13744507,II
AGAP004811,2L,1,-1,II_mean_FPKM,8.431888559,II
AGAP004812,2L,1,-1,II_mean_FPKM,90.08393509,II
AGAP004813,2L,,,II_mean_FPKM,0,II
AGAP004814,2L,-1,-1,II_mean_FPKM,0.002018526,II
AGAP004815,2L,-1,-1,II_mean_FPKM,0.022480829,II
AGAP004816,2L,-1,-1,II_mean_FPKM,1.744564086,II
AGAP004817,2L,-1,-1,II_mean_FPKM,121.4805015,II
AGAP004818,2L,-1,1,II_mean_FPKM,37.03351416,II
AGAP004819,2L,-1,-1,II_mean_FPKM,73.05547554,II
AGAP004820,2L,1,-1,II_mean_FPKM,23.62157307,II
AGAP004821,2L,,,II_mean_FPKM,0.319550494,II
AGAP004823,2L,-1,-1,II_mean_FPKM,4.664504481,II
AGAP004824,2L,1,-1,II_mean_FPKM,34.85923407,II
AGAP004825,2L,1,1,II_mean_FPKM,268.0714479,II
AGAP004826,2L,,,II_mean_FPKM,0.093618509,II
AGAP004827,2L,-1,-1,II_mean_FPKM,0.122039164,II
AGAP004828,2L,1,-1,II_mean_FPKM,19.25784335,II
AGAP004829,2L,-1,-1,II_mean_FPKM,0.954587809,II
AGAP004830,2L,,,II_mean_FPKM,72.96080669,II
AGAP004831,2L,,,II_mean_FPKM,0.003231088,II
AGAP004832,2L,-1,-1,II_mean_FPKM,0.022500478,II
AGAP004833,2L,-1,-1,II_mean_FPKM,36.59662077,II
AGAP004834,2L,-1,-1,II_mean_FPKM,8.943324615,II
AGAP004835,2L,-1,-1,II_mean_FPKM,1.241725998,II
AGAP004836,,,,II_mean_FPKM,1.219366827,II
AGAP004837,,1,1,II_mean_FPKM,83.11274424,II
AGAP004838,2L,-1,1,II_mean_FPKM,0.98588664,II
AGAP004839,2L,-1,1,II_mean_FPKM,5.197090057,II
AGAP004840,2L,-1,1,II_mean_FPKM,7.082090122,II
AGAP004841,2L,-1,-1,II_mean_FPKM,533.8409374,II
AGAP004842,2L,-1,-1,II_mean_FPKM,8.613628358,II
AGAP004843,2L,-1,1,II_mean_FPKM,40.30169081,II
AGAP004844,2L,-1,1,II_mean_FPKM,11.89904044,II
AGAP004845,2L,-1,-1,II_mean_FPKM,1.116921587,II
AGAP004846,2L,-1,-1,II_mean_FPKM,0,II
AGAP004847,2L,-1,-1,II_mean_FPKM,0.063921313,II
AGAP004848,2L,-1,-1,II_mean_FPKM,19.6566301,II
AGAP004849,2L,1,1,II_mean_FPKM,217.3994723,II
AGAP004850,2L,1,-1,II_mean_FPKM,17.43892116,II
AGAP004851,2L,-1,-1,II_mean_FPKM,0.172487418,II
AGAP004852,2L,-1,-1,II_mean_FPKM,256.431736,II
AGAP004853,2L,1,-1,II_mean_FPKM,48.56962405,II
AGAP004854,2L,1,-1,II_mean_FPKM,131.1691798,II
AGAP004855,2L,-1,-1,II_mean_FPKM,1.392003366,II
AGAP004856,2L,-1,1,II_mean_FPKM,3.237324253,II
AGAP004857,,-1,-1,II_mean_FPKM,3.986308446,II
AGAP004858,,-1,-1,II_mean_FPKM,21.93858852,II
AGAP004859,2L,-1,-1,II_mean_FPKM,0.240440473,II
AGAP004860,2L,-1,-1,II_mean_FPKM,0.261957018,II
AGAP004861,2L,-1,-1,II_mean_FPKM,1.458125711,II
AGAP004862,2L,1,-1,II_mean_FPKM,107.5074528,II
AGAP004863,2L,-1,-1,II_mean_FPKM,0.395874086,II
AGAP004864,2L,-1,-1,II_mean_FPKM,12.02642633,II
AGAP004865,2L,1,-1,II_mean_FPKM,11.05381712,II
AGAP004866,2L,-1,-1,II_mean_FPKM,58.59285638,II
AGAP004867,2L,-1,-1,II_mean_FPKM,47.43132551,II
AGAP004868,,-1,-1,II_mean_FPKM,110.7886354,II
AGAP004869,,-1,-1,II_mean_FPKM,14.15661479,II
AGAP004870,2L,1,-1,II_mean_FPKM,209.8756395,II
AGAP004871,2L,-1,-1,II_mean_FPKM,0.795134662,II
AGAP004872,2L,-1,-1,II_mean_FPKM,0.341451327,II
AGAP004873,2L,-1,-1,II_mean_FPKM,0.745044873,II
AGAP004874,2L,-1,-1,II_mean_FPKM,0.325012715,II
AGAP004875,2L,,,II_mean_FPKM,0.006402786,II
AGAP004876,2L,-1,-1,II_mean_FPKM,0,II
AGAP004877,2L,-1,-1,II_mean_FPKM,0.422079668,II
AGAP004878,2L,,,II_mean_FPKM,0.175242977,II
AGAP004879,2L,,,II_mean_FPKM,0.031209455,II
AGAP004880,2L,-1,-1,II_mean_FPKM,0.083774268,II
AGAP004881,2L,-1,-1,II_mean_FPKM,2.601484646,II
AGAP004882,2L,1,-1,II_mean_FPKM,105.6412904,II
AGAP004883,2L,-1,-1,II_mean_FPKM,0.048447014,II
AGAP004884,2L,-1,-1,II_mean_FPKM,75.63617689,II
AGAP004885,2L,-1,1,II_mean_FPKM,24.15813989,II
AGAP004886,2L,-1,1,II_mean_FPKM,132.4075503,II
AGAP004887,2L,-1,-1,II_mean_FPKM,91.48878658,II
AGAP004888,2L,1,-1,II_mean_FPKM,198.0808836,II
AGAP004889,2L,-1,-1,II_mean_FPKM,121.9601436,II
AGAP004890,2L,-1,-1,II_mean_FPKM,77.46254973,II
AGAP004891,2L,1,-1,II_mean_FPKM,27.06335133,II
AGAP004892,2L,-1,-1,II_mean_FPKM,4.479691032,II
AGAP004893,2L,-1,-1,II_mean_FPKM,0,II
AGAP004894,2L,,,II_mean_FPKM,0.070217048,II
AGAP004895,2L,-1,-1,II_mean_FPKM,0.137715799,II
AGAP004896,2L,-1,-1,II_mean_FPKM,2.179787263,II
AGAP004897,,,,II_mean_FPKM,0,II
AGAP004899,2L,,,II_mean_FPKM,0.112255418,II
AGAP004900,2L,-1,-1,II_mean_FPKM,0.142256007,II
AGAP004901,2L,,,II_mean_FPKM,44.91188704,II
AGAP004902,2L,-1,-1,II_mean_FPKM,0.40093079,II
AGAP004903,2L,1,1,II_mean_FPKM,160.7488121,II
AGAP004904,2L,-1,-1,II_mean_FPKM,71.79602826,II
AGAP004905,2L,-1,-1,II_mean_FPKM,35.09571563,II
AGAP004906,2L,-1,-1,II_mean_FPKM,0.578666083,II
AGAP004907,2L,-1,-1,II_mean_FPKM,13.60650337,II
AGAP004908,2L,-1,-1,II_mean_FPKM,0.038964663,II
AGAP004909,2L,-1,-1,II_mean_FPKM,11.70965119,II
AGAP004910,2L,-1,-1,II_mean_FPKM,27.24549102,II
AGAP004911,2L,,,II_mean_FPKM,62.9802339,II
AGAP004912,2L,-1,-1,II_mean_FPKM,382.1498957,II
AGAP004913,2L,-1,-1,II_mean_FPKM,1.416684161,II
AGAP004914,2L,1,-1,II_mean_FPKM,121.1300393,II
AGAP004915,2L,-1,-1,II_mean_FPKM,0.008988061,II
AGAP004916,2L,,,II_mean_FPKM,0.00544636,II
AGAP004917,2L,,,II_mean_FPKM,0,II
AGAP004918,2L,,,II_mean_FPKM,0,II
AGAP004919,2L,-1,-1,II_mean_FPKM,128.9348089,II
AGAP004920,2L,-1,-1,II_mean_FPKM,0.618404857,II
AGAP004921,2L,-1,-1,II_mean_FPKM,41.1870019,II
AGAP004922,,-1,-1,II_mean_FPKM,3.079506352,II
AGAP004923,2L,-1,-1,II_mean_FPKM,0.046422986,II
AGAP004924,2L,,,II_mean_FPKM,0,II
AGAP004925,2L,,,II_mean_FPKM,0,II
AGAP004926,2L,,,II_mean_FPKM,0,II
AGAP004927,2L,,,II_mean_FPKM,0,II
AGAP004928,2L,1,-1,II_mean_FPKM,134.2730962,II
AGAP004929,2L,1,1,II_mean_FPKM,37.13361385,II
AGAP004930,2L,-1,-1,II_mean_FPKM,0.315017819,II
AGAP004931,2L,1,1,II_mean_FPKM,16.02591829,II
AGAP004932,,-1,-1,II_mean_FPKM,5.317565994,II
AGAP004933,2L,-1,-1,II_mean_FPKM,156.0493824,II
AGAP004934,2L,-1,-1,II_mean_FPKM,5.31842541,II
AGAP004935,2L,-1,-1,II_mean_FPKM,3.042343085,II
AGAP004936,2L,,,II_mean_FPKM,1.417994506,II
AGAP004937,2L,1,-1,II_mean_FPKM,167.7426205,II
AGAP004938,2L,-1,-1,II_mean_FPKM,87.31472952,II
AGAP004940,2L,1,-1,II_mean_FPKM,106.6093463,II
AGAP004941,2L,1,-1,II_mean_FPKM,26.51952388,II
AGAP004942,2L,1,-1,II_mean_FPKM,45.15308616,II
AGAP004943,2L,-1,-1,II_mean_FPKM,0.136733426,II
AGAP004944,2L,-1,-1,II_mean_FPKM,0.023297368,II
AGAP004945,2L,1,-1,II_mean_FPKM,61.40125113,II
AGAP004946,2L,-1,-1,II_mean_FPKM,13.09076296,II
AGAP004947,2L,,,II_mean_FPKM,130.4207665,II
AGAP004948,2L,-1,-1,II_mean_FPKM,0.089767408,II
AGAP004949,,-1,-1,II_mean_FPKM,0,II
AGAP004950,,-1,-1,II_mean_FPKM,0.049884944,II
AGAP004951,2L,-1,-1,II_mean_FPKM,0.005963109,II
AGAP004952,2L,-1,-1,II_mean_FPKM,3.767719632,II
AGAP004953,2L,1,-1,II_mean_FPKM,26.89307678,II
AGAP004954,2L,-1,-1,II_mean_FPKM,0.082908132,II
AGAP004955,2L,-1,1,II_mean_FPKM,1.710860449,II
AGAP004956,2L,1,1,II_mean_FPKM,18.27468095,II
AGAP004957,2L,1,1,II_mean_FPKM,90.11124871,II
AGAP004958,2L,1,-1,II_mean_FPKM,40.60936322,II
AGAP004959,2L,-1,1,II_mean_FPKM,1.133433556,II
AGAP004960,2L,-1,1,II_mean_FPKM,208.9553141,II
AGAP004961,2L,-1,-1,II_mean_FPKM,0.767254354,II
AGAP004962,2L,1,1,II_mean_FPKM,24.11934925,II
AGAP004963,2L,1,1,II_mean_FPKM,112.6370385,II
AGAP004964,2L,-1,-1,II_mean_FPKM,5.816327255,II
AGAP004965,2L,-1,1,II_mean_FPKM,9.149780181,II
AGAP004968,2L,-1,-1,II_mean_FPKM,0.289773454,II
AGAP004969,2L,-1,-1,II_mean_FPKM,0.009871435,II
AGAP004970,2L,-1,-1,II_mean_FPKM,13.48433327,II
AGAP004971,2L,-1,-1,II_mean_FPKM,0.181763009,II
AGAP004972,2L,-1,-1,II_mean_FPKM,7.976624952,II
AGAP004973,2L,-1,-1,II_mean_FPKM,10.53820314,II
AGAP004974,2L,-1,-1,II_mean_FPKM,0.022386852,II
AGAP004975,2L,-1,-1,II_mean_FPKM,0.094123057,II
AGAP004976,2L,-1,-1,II_mean_FPKM,0.136783302,II
AGAP004977,2L,-1,-1,II_mean_FPKM,0.039389391,II
AGAP004978,2L,-1,-1,II_mean_FPKM,0.087700855,II
AGAP004979,2L,-1,-1,II_mean_FPKM,0,II
AGAP004980,2L,-1,-1,II_mean_FPKM,0.002549429,II
AGAP004981,2L,-1,-1,II_mean_FPKM,0,II
AGAP004982,2L,-1,-1,II_mean_FPKM,7.677099118,II
AGAP004983,2L,,,II_mean_FPKM,6.667048379,II
AGAP004984,2L,-1,-1,II_mean_FPKM,11.13292605,II
AGAP004985,2L,-1,-1,II_mean_FPKM,2.485853985,II
AGAP004986,2L,-1,-1,II_mean_FPKM,6.696409248,II
AGAP004987,2L,-1,-1,II_mean_FPKM,0.015291466,II
AGAP004988,2L,-1,-1,II_mean_FPKM,0.020842849,II
AGAP004989,2L,1,-1,II_mean_FPKM,90.53274699,II
AGAP004990,2L,-1,-1,II_mean_FPKM,112.3951996,II
AGAP004991,2L,-1,1,II_mean_FPKM,133.8456482,II
AGAP004992,2L,-1,-1,II_mean_FPKM,23.97246675,II
AGAP004993,2L,-1,-1,II_mean_FPKM,2.886614691,II
AGAP004994,,,,II_mean_FPKM,0,II
AGAP004995,,,,II_mean_FPKM,0.067529628,II
AGAP004996,2L,-1,-1,II_mean_FPKM,0.393661273,II
AGAP004997,2L,,,II_mean_FPKM,0.052619355,II
AGAP004998,2L,-1,-1,II_mean_FPKM,0,II
AGAP004999,2L,,,II_mean_FPKM,0,II
AGAP005000,2L,-1,-1,II_mean_FPKM,0.05220928,II
AGAP005001,2L,-1,-1,II_mean_FPKM,0.007831684,II
AGAP005002,2L,-1,-1,II_mean_FPKM,0,II
AGAP005003,2L,-1,-1,II_mean_FPKM,23.34265755,II
AGAP005004,2L,-1,-1,II_mean_FPKM,36.47051105,II
AGAP005005,2L,-1,-1,II_mean_FPKM,185.8966757,II
AGAP005006,2L,-1,-1,II_mean_FPKM,17.71715157,II
AGAP005007,2L,-1,-1,II_mean_FPKM,19.65724569,II
AGAP005008,2L,-1,-1,II_mean_FPKM,22.76842702,II
AGAP005009,2L,-1,-1,II_mean_FPKM,0.06268737,II
AGAP005010,2L,-1,-1,II_mean_FPKM,1.308388557,II
AGAP005011,2L,-1,-1,II_mean_FPKM,4.063662527,II
AGAP005012,2L,-1,-1,II_mean_FPKM,0.623954325,II
AGAP005013,2L,-1,-1,II_mean_FPKM,0.421318455,II
AGAP005014,2L,-1,-1,II_mean_FPKM,348.7637334,II
AGAP005015,2L,-1,-1,II_mean_FPKM,74.21031975,II
AGAP005017,2L,,,II_mean_FPKM,2.348787336,II
AGAP005018,2L,-1,-1,II_mean_FPKM,7.016493701,II
AGAP005019,2L,1,1,II_mean_FPKM,24.24066691,II
AGAP005020,2L,-1,-1,II_mean_FPKM,4.368254033,II
AGAP005021,2L,,,II_mean_FPKM,25.99330023,II
AGAP005022,2L,-1,-1,II_mean_FPKM,0.746773707,II
AGAP005023,2L,-1,1,II_mean_FPKM,0.083600639,II
AGAP005024,2L,1,1,II_mean_FPKM,0.17184068,II
AGAP005025,2L,1,1,II_mean_FPKM,1.320231747,II
AGAP005026,2L,-1,1,II_mean_FPKM,1.178602027,II
AGAP005027,2L,-1,-1,II_mean_FPKM,1.061516136,II
AGAP005028,2L,-1,-1,II_mean_FPKM,0.536169688,II
AGAP005029,2L,-1,-1,II_mean_FPKM,104.650113,II
AGAP005030,2L,-1,-1,II_mean_FPKM,5.636616889,II
AGAP005031,2L,1,-1,II_mean_FPKM,133.4318174,II
AGAP005032,2L,-1,-1,II_mean_FPKM,321.7517977,II
AGAP005033,2L,-1,-1,II_mean_FPKM,43.8855169,II
AGAP005034,2L,-1,-1,II_mean_FPKM,33.36813811,II
AGAP005035,2L,-1,-1,II_mean_FPKM,132.2494776,II
AGAP005036,2L,-1,-1,II_mean_FPKM,14.14742962,II
AGAP005037,2L,1,-1,II_mean_FPKM,48.38750503,II
AGAP005038,2L,-1,-1,II_mean_FPKM,0.061748916,II
AGAP005039,2L,,,II_mean_FPKM,30.17519694,II
AGAP005040,2L,1,-1,II_mean_FPKM,35.88605317,II
AGAP005041,2L,,,II_mean_FPKM,3.688282296,II
AGAP005042,2L,-1,-1,II_mean_FPKM,48.85885428,II
AGAP005043,2L,-1,-1,II_mean_FPKM,199.2843666,II
AGAP005044,2L,-1,-1,II_mean_FPKM,4.108522989,II
AGAP005045,2L,,,II_mean_FPKM,6.097701867,II
AGAP005046,2L,-1,-1,II_mean_FPKM,62.0430578,II
AGAP005047,2L,-1,-1,II_mean_FPKM,0.210224405,II
AGAP005048,2L,1,-1,II_mean_FPKM,114.7369606,II
AGAP005049,2L,-1,-1,II_mean_FPKM,4.857748625,II
AGAP005050,2L,-1,-1,II_mean_FPKM,9.852700746,II
AGAP005051,2L,1,1,II_mean_FPKM,10.14319847,II
AGAP005052,2L,1,1,II_mean_FPKM,83.38103148,II
AGAP005053,2L,-1,-1,II_mean_FPKM,72.72603987,II
AGAP005054,2L,-1,-1,II_mean_FPKM,8.750817861,II
AGAP005055,2L,-1,-1,II_mean_FPKM,0.306201892,II
AGAP005056,2L,-1,-1,II_mean_FPKM,1.395643761,II
AGAP005057,2L,-1,-1,II_mean_FPKM,0.163535574,II
AGAP005058,2L,-1,-1,II_mean_FPKM,8.52565612,II
AGAP005059,2L,-1,-1,II_mean_FPKM,2.096738254,II
AGAP005060,2L,-1,-1,II_mean_FPKM,22.22283633,II
AGAP005061,2L,-1,-1,II_mean_FPKM,71.77600215,II
AGAP005062,2L,-1,-1,II_mean_FPKM,38.97591387,II
AGAP005063,2L,-1,-1,II_mean_FPKM,23.60720227,II
AGAP005064,2L,-1,-1,II_mean_FPKM,21.41295627,II
AGAP005065,2L,-1,-1,II_mean_FPKM,0.003301756,II
AGAP005066,2L,-1,-1,II_mean_FPKM,4.951694814,II
AGAP005067,,,,II_mean_FPKM,0,II
AGAP005068,2L,-1,-1,II_mean_FPKM,0.089369085,II
AGAP005069,2L,-1,-1,II_mean_FPKM,0.09314212,II
AGAP005070,2L,-1,-1,II_mean_FPKM,27.34061779,II
AGAP005071,2L,1,-1,II_mean_FPKM,35.69852178,II
AGAP005072,2L,-1,-1,II_mean_FPKM,0.361083975,II
AGAP005073,2L,-1,-1,II_mean_FPKM,0.004793143,II
AGAP005074,2L,,,II_mean_FPKM,0.004168213,II
AGAP005075,2L,1,1,II_mean_FPKM,156.3110326,II
AGAP005076,2L,-1,-1,II_mean_FPKM,90.85765163,II
AGAP005077,2L,-1,-1,II_mean_FPKM,29.88014662,II
AGAP005079,2L,-1,-1,II_mean_FPKM,143.289268,II
AGAP005080,2L,-1,1,II_mean_FPKM,15.66753999,II
AGAP005081,2L,-1,-1,II_mean_FPKM,47.77416038,II
AGAP005082,2L,-1,-1,II_mean_FPKM,42.74953859,II
AGAP005083,2L,,,II_mean_FPKM,0,II
AGAP005084,2L,,,II_mean_FPKM,0,II
AGAP005088,2L,,,II_mean_FPKM,14.15725162,II
AGAP005089,2L,,,II_mean_FPKM,0,II
AGAP005090,2L,,,II_mean_FPKM,0,II
AGAP005091,2L,-1,-1,II_mean_FPKM,24.98773365,II
AGAP005092,2L,-1,-1,II_mean_FPKM,0.015245037,II
AGAP005093,2L,-1,-1,II_mean_FPKM,1.258922305,II
AGAP005094,2L,,,II_mean_FPKM,0.012286167,II
AGAP005095,2L,-1,-1,II_mean_FPKM,0.117756316,II
AGAP005096,2L,-1,-1,II_mean_FPKM,0.43078244,II
AGAP005098,2L,1,-1,II_mean_FPKM,16.42478212,II
AGAP005099,2L,-1,-1,II_mean_FPKM,0.406312519,II
AGAP005100,2L,-1,-1,II_mean_FPKM,19.34434461,II
AGAP005101,2L,-1,-1,II_mean_FPKM,10.69298115,II
AGAP005102,2L,-1,-1,II_mean_FPKM,6.152278708,II
AGAP005103,2L,-1,-1,II_mean_FPKM,0.01104971,II
AGAP005104,2L,-1,-1,II_mean_FPKM,17.46296713,II
AGAP005105,2L,1,-1,II_mean_FPKM,251.5460074,II
AGAP005106,2L,-1,-1,II_mean_FPKM,69.43648538,II
AGAP005107,,-1,-1,II_mean_FPKM,11.38384611,II
AGAP005108,2L,-1,1,II_mean_FPKM,228.3723965,II
AGAP005109,2L,-1,-1,II_mean_FPKM,88.01630426,II
AGAP005110,2L,-1,-1,II_mean_FPKM,42.54703646,II
AGAP005111,2L,-1,-1,II_mean_FPKM,34.40736235,II
AGAP005113,2L,-1,-1,II_mean_FPKM,13.22180751,II
AGAP005114,2L,,,II_mean_FPKM,102.9513945,II
AGAP005115,2L,1,-1,II_mean_FPKM,53.0309843,II
AGAP005116,2L,-1,-1,II_mean_FPKM,6.987161165,II
AGAP005117,2L,-1,-1,II_mean_FPKM,26.05060922,II
AGAP005118,2L,-1,1,II_mean_FPKM,19.9065024,II
AGAP005119,2L,-1,-1,II_mean_FPKM,51.08946102,II
AGAP005120,2L,-1,-1,II_mean_FPKM,7.432610427,II
AGAP005121,2L,-1,-1,II_mean_FPKM,9.553924851,II
AGAP005122,2L,-1,-1,II_mean_FPKM,181.6275094,II
AGAP005123,2L,,,II_mean_FPKM,15.83187526,II
AGAP005124,2L,-1,-1,II_mean_FPKM,65.93211626,II
AGAP005125,2L,1,-1,II_mean_FPKM,64.85768793,II
AGAP005126,2L,-1,-1,II_mean_FPKM,13.55728927,II
AGAP005127,2L,1,1,II_mean_FPKM,12.43084872,II
AGAP005128,2L,-1,-1,II_mean_FPKM,8.290823879,II
AGAP005129,2L,-1,-1,II_mean_FPKM,152.9520968,II
AGAP005130,2L,-1,-1,II_mean_FPKM,54.98641999,II
AGAP005131,2L,-1,-1,II_mean_FPKM,39.2387847,II
AGAP005132,2L,-1,-1,II_mean_FPKM,17.0026829,II
AGAP005133,2L,,,II_mean_FPKM,25.76110934,II
AGAP005134,2L,-1,-1,II_mean_FPKM,765.1755833,II
AGAP005135,2L,-1,-1,II_mean_FPKM,24.4518054,II
AGAP005136,2L,-1,1,II_mean_FPKM,11.30872708,II
AGAP005137,2L,-1,-1,II_mean_FPKM,20.44155418,II
AGAP005138,2L,-1,-1,II_mean_FPKM,5.697735613,II
