Gene_ID,Chr,Testes_Specific,Ovaries_Specific,variable,value,Population
AGAP012107,3L,1,1,II_mean_FPKM,113.1049493,II
AGAP012108,3L,-1,-1,II_mean_FPKM,36.84013407,II
AGAP012109,3L,-1,-1,II_mean_FPKM,9.69795027,II
AGAP012110,,-1,1,II_mean_FPKM,6.241122027,II
AGAP012111,3L,-1,-1,II_mean_FPKM,24.85694297,II
AGAP012112,3L,-1,-1,II_mean_FPKM,45.05681391,II
AGAP012113,3L,1,-1,II_mean_FPKM,57.78969736,II
AGAP012114,3L,-1,-1,II_mean_FPKM,47.2022603,II
AGAP012115,3L,-1,-1,II_mean_FPKM,60.18827475,II
AGAP012116,,,,II_mean_FPKM,9.99698398,II
AGAP012117,,-1,-1,II_mean_FPKM,97.20950213,II
AGAP012118,3L,-1,-1,II_mean_FPKM,619.58973,II
AGAP012119,3L,-1,-1,II_mean_FPKM,18.81490315,II
AGAP012120,3L,-1,1,II_mean_FPKM,20.61672548,II
AGAP012121,3L,,,II_mean_FPKM,16.35132665,II
AGAP012122,3L,-1,-1,II_mean_FPKM,3.69562714,II
AGAP012123,3L,1,-1,II_mean_FPKM,251.1205224,II
AGAP012124,3L,-1,1,II_mean_FPKM,17.68114425,II
AGAP012125,3L,-1,-1,II_mean_FPKM,0.314573285,II
AGAP012126,3L,1,-1,II_mean_FPKM,42.27136997,II
AGAP012127,,1,-1,II_mean_FPKM,35.42171073,II
AGAP012128,,,,II_mean_FPKM,5.200758637,II
AGAP012129,3L,-1,-1,II_mean_FPKM,126.0240673,II
AGAP012130,3L,-1,-1,II_mean_FPKM,0,II
AGAP012131,3L,,,II_mean_FPKM,1.151337197,II
AGAP012132,3L,-1,-1,II_mean_FPKM,0.501277222,II
AGAP012134,3L,1,-1,II_mean_FPKM,191.0706638,II
AGAP012135,3L,-1,-1,II_mean_FPKM,159.3302542,II
AGAP012136,3L,-1,-1,II_mean_FPKM,47.89743584,II
AGAP012137,3L,-1,-1,II_mean_FPKM,13.03943627,II
AGAP012138,3L,-1,-1,II_mean_FPKM,49.49452996,II
AGAP012139,3L,-1,-1,II_mean_FPKM,14.4079314,II
AGAP012140,3L,-1,-1,II_mean_FPKM,77.87959614,II
AGAP012141,3L,-1,-1,II_mean_FPKM,36.60001254,II
AGAP012142,3L,-1,-1,II_mean_FPKM,56.39590258,II
AGAP012143,3L,-1,-1,II_mean_FPKM,28.88206417,II
AGAP012144,3L,-1,-1,II_mean_FPKM,20.43725856,II
AGAP012145,3L,-1,-1,II_mean_FPKM,33.18698329,II
AGAP012146,3L,1,-1,II_mean_FPKM,456.5297884,II
AGAP012147,3L,,,II_mean_FPKM,0.103259435,II
AGAP012148,3L,-1,-1,II_mean_FPKM,10.42936826,II
AGAP012152,3L,-1,-1,II_mean_FPKM,24.79809838,II
AGAP012154,3L,-1,-1,II_mean_FPKM,18.03133997,II
AGAP012155,3L,,,II_mean_FPKM,11.24333459,II
AGAP012156,3L,-1,-1,II_mean_FPKM,8.129805144,II
AGAP012159,3L,,,II_mean_FPKM,4.68310397,II
AGAP012160,3L,1,-1,II_mean_FPKM,73.2868614,II
AGAP012161,3L,-1,-1,II_mean_FPKM,8.238837185,II
AGAP012162,3L,,,II_mean_FPKM,0.09447989,II
AGAP012163,3L,-1,-1,II_mean_FPKM,28.28943728,II
AGAP012164,3L,-1,-1,II_mean_FPKM,0.275768688,II
AGAP012165,,-1,-1,II_mean_FPKM,5.453724686,II
AGAP012166,3L,-1,-1,II_mean_FPKM,0.463369128,II
AGAP012167,3L,-1,-1,II_mean_FPKM,10.91352264,II
AGAP012168,3L,1,-1,II_mean_FPKM,162.888617,II
AGAP012171,,1,-1,II_mean_FPKM,15.64722563,II
AGAP012172,,-1,-1,II_mean_FPKM,1.586530142,II
AGAP012173,3L,,,II_mean_FPKM,89.47491397,II
AGAP012174,3L,-1,-1,II_mean_FPKM,9.751125561,II
AGAP012175,3L,-1,-1,II_mean_FPKM,112.8262857,II
AGAP012176,3L,,,II_mean_FPKM,1.505145061,II
AGAP012177,3L,-1,-1,II_mean_FPKM,41.30657645,II
AGAP012178,3L,,,II_mean_FPKM,34.32901826,II
AGAP012179,3L,-1,-1,II_mean_FPKM,13.82427378,II
AGAP012180,3L,,,II_mean_FPKM,7.063699866,II
AGAP012181,3L,-1,-1,II_mean_FPKM,9.530582,II
AGAP012182,3L,,,II_mean_FPKM,0.281073098,II
AGAP012183,3L,1,-1,II_mean_FPKM,468.815118,II
AGAP012184,3L,-1,-1,II_mean_FPKM,565.6255237,II
AGAP012185,3L,1,-1,II_mean_FPKM,9.631352958,II
AGAP012186,3L,-1,-1,II_mean_FPKM,27.94106579,II
AGAP012187,3L,-1,-1,II_mean_FPKM,4.35841795,II
AGAP012188,3L,-1,-1,II_mean_FPKM,1031.541346,II
AGAP012189,3L,-1,-1,II_mean_FPKM,28.23509612,II
AGAP012190,3L,,,II_mean_FPKM,4.643230815,II
AGAP012191,3L,-1,-1,II_mean_FPKM,32.50304057,II
AGAP012192,3L,-1,-1,II_mean_FPKM,9.737850541,II
AGAP012193,3L,-1,-1,II_mean_FPKM,8.925549808,II
AGAP012194,3L,1,-1,II_mean_FPKM,171.3400006,II
AGAP012195,3L,-1,-1,II_mean_FPKM,28.5425813,II
AGAP012196,3L,,,II_mean_FPKM,23.39930871,II
AGAP012197,3L,,,II_mean_FPKM,4.192000329,II
AGAP012198,3L,-1,1,II_mean_FPKM,0.224084898,II
AGAP012199,3L,1,-1,II_mean_FPKM,39.56743586,II
AGAP012200,3L,1,-1,II_mean_FPKM,19.70057753,II
AGAP012201,3L,1,-1,II_mean_FPKM,8.874354288,II
AGAP012202,3L,1,-1,II_mean_FPKM,97.68567737,II
AGAP012203,3L,-1,-1,II_mean_FPKM,31.82150807,II
AGAP012204,3L,-1,1,II_mean_FPKM,25.6052244,II
AGAP012207,3L,-1,-1,II_mean_FPKM,7.317578985,II
AGAP012208,3L,-1,-1,II_mean_FPKM,0.898865328,II
AGAP012209,,,,II_mean_FPKM,0.707941683,II
AGAP012212,3L,,,II_mean_FPKM,0.055447569,II
AGAP012216,3L,-1,-1,II_mean_FPKM,18.49881502,II
AGAP012217,3L,-1,-1,II_mean_FPKM,41.92567838,II
AGAP012218,3L,-1,-1,II_mean_FPKM,32.25212287,II
AGAP012219,3L,-1,-1,II_mean_FPKM,113.6500162,II
AGAP012220,3L,-1,-1,II_mean_FPKM,0.053204534,II
AGAP012221,3L,,,II_mean_FPKM,0.227266155,II
AGAP012222,,,,II_mean_FPKM,0.084682429,II
AGAP012223,,-1,-1,II_mean_FPKM,0.151238118,II
AGAP012224,3L,1,-1,II_mean_FPKM,171.5299256,II
AGAP012225,3L,-1,-1,II_mean_FPKM,31.7801143,II
AGAP012226,3L,-1,-1,II_mean_FPKM,27.4482378,II
AGAP012227,3L,1,1,II_mean_FPKM,29.1386707,II
AGAP012228,3L,-1,1,II_mean_FPKM,13.84594227,II
AGAP012229,3L,-1,-1,II_mean_FPKM,85.27182319,II
AGAP012230,3L,-1,-1,II_mean_FPKM,1.876710362,II
AGAP012231,3L,-1,-1,II_mean_FPKM,36.55184701,II
AGAP012235,3L,-1,1,II_mean_FPKM,43.19901624,II
AGAP012236,3L,-1,-1,II_mean_FPKM,27.37905258,II
AGAP012237,,-1,-1,II_mean_FPKM,735.6143398,II
AGAP012238,,,,II_mean_FPKM,1.515518019,II
AGAP012239,3L,-1,-1,II_mean_FPKM,7.834749429,II
AGAP012240,3L,,,II_mean_FPKM,25.03321494,II
AGAP012241,3L,-1,-1,II_mean_FPKM,0.891417105,II
AGAP012244,3L,-1,-1,II_mean_FPKM,9.028951472,II
AGAP012245,3L,1,-1,II_mean_FPKM,179.1056053,II
AGAP012246,3L,-1,-1,II_mean_FPKM,23.13139026,II
AGAP012247,3L,-1,-1,II_mean_FPKM,21.19046385,II
AGAP012248,3L,1,-1,II_mean_FPKM,43.39454736,II
AGAP012249,3L,-1,-1,II_mean_FPKM,34.28954584,II
AGAP012250,3L,-1,-1,II_mean_FPKM,15.07136809,II
AGAP012251,3L,-1,-1,II_mean_FPKM,23.59595385,II
AGAP012252,3L,-1,-1,II_mean_FPKM,1.624808554,II
AGAP012254,,-1,-1,II_mean_FPKM,15.34876584,II
AGAP012255,3L,-1,-1,II_mean_FPKM,7.592228579,II
AGAP012256,3L,,,II_mean_FPKM,1.748322552,II
AGAP012257,3L,-1,-1,II_mean_FPKM,0.026348716,II
AGAP012258,3L,1,-1,II_mean_FPKM,168.1650284,II
AGAP012259,,-1,-1,II_mean_FPKM,35.94119395,II
AGAP012260,,,,II_mean_FPKM,21.19863866,II
AGAP012261,3L,-1,-1,II_mean_FPKM,95.78990415,II
AGAP012262,3L,-1,-1,II_mean_FPKM,0.094567962,II
AGAP012263,3L,-1,-1,II_mean_FPKM,0.039696482,II
AGAP012264,,-1,-1,II_mean_FPKM,2.427514786,II
AGAP012265,3L,-1,-1,II_mean_FPKM,0.025447762,II
AGAP012266,,,,II_mean_FPKM,0.043804695,II
AGAP012267,3L,,,II_mean_FPKM,0.011746435,II
AGAP012268,3L,-1,-1,II_mean_FPKM,0.010508057,II
AGAP012270,3L,-1,-1,II_mean_FPKM,0.886463876,II
AGAP012271,3L,-1,-1,II_mean_FPKM,5.157841358,II
AGAP012272,3L,-1,-1,II_mean_FPKM,2.344689172,II
AGAP012273,3L,1,-1,II_mean_FPKM,68.87132191,II
AGAP012274,3L,-1,-1,II_mean_FPKM,109.9279086,II
AGAP012275,3L,1,-1,II_mean_FPKM,1188.719449,II
AGAP012278,,,,II_mean_FPKM,0.350904132,II
AGAP012279,3L,-1,-1,II_mean_FPKM,0.135630406,II
AGAP012280,3L,-1,-1,II_mean_FPKM,0.221435831,II
AGAP012281,3L,-1,-1,II_mean_FPKM,101.4279522,II
AGAP012282,3L,1,-1,II_mean_FPKM,43.74653858,II
AGAP012283,3L,-1,-1,II_mean_FPKM,33.37245489,II
AGAP012284,3L,-1,-1,II_mean_FPKM,132.6601189,II
AGAP012285,,,,II_mean_FPKM,32.52548653,II
AGAP012286,,-1,-1,II_mean_FPKM,29.88837061,II
AGAP012287,3L,-1,-1,II_mean_FPKM,5.5612104,II
AGAP012288,3L,-1,-1,II_mean_FPKM,2.306288802,II
AGAP012289,3L,1,-1,II_mean_FPKM,19.86829014,II
AGAP012290,3L,-1,-1,II_mean_FPKM,44.20293248,II
AGAP012291,3L,,,II_mean_FPKM,68.94609826,II
AGAP012292,3L,-1,-1,II_mean_FPKM,0.329239657,II
AGAP012293,3L,-1,-1,II_mean_FPKM,0.025504094,II
AGAP012294,3L,,,II_mean_FPKM,0.139944412,II
AGAP012295,3L,-1,-1,II_mean_FPKM,4.064042739,II
AGAP012296,3L,-1,-1,II_mean_FPKM,0.15983608,II
AGAP012297,,-1,-1,II_mean_FPKM,12.30630551,II
AGAP012298,,-1,-1,II_mean_FPKM,3.517353022,II
AGAP012299,,-1,-1,II_mean_FPKM,81.7238605,II
AGAP012300,,,,II_mean_FPKM,23.91168065,II
AGAP012301,3L,-1,-1,II_mean_FPKM,15.02116057,II
AGAP012302,3L,-1,-1,II_mean_FPKM,0.451177905,II
AGAP012303,3L,-1,-1,II_mean_FPKM,0.053190363,II
AGAP012304,3L,-1,-1,II_mean_FPKM,0.029741851,II
AGAP012305,3L,-1,-1,II_mean_FPKM,3.170041891,II
AGAP012306,3L,-1,-1,II_mean_FPKM,7.963265783,II
AGAP012307,3L,-1,-1,II_mean_FPKM,0.602613676,II
AGAP012308,3L,-1,-1,II_mean_FPKM,0.025729713,II
AGAP012309,3L,-1,-1,II_mean_FPKM,3.970223306,II
AGAP012310,3L,-1,-1,II_mean_FPKM,12.31634766,II
AGAP012313,3L,-1,-1,II_mean_FPKM,10.83928247,II
AGAP012314,3L,-1,1,II_mean_FPKM,0.134064239,II
AGAP012315,3L,-1,-1,II_mean_FPKM,0.022845746,II
AGAP012316,3L,1,-1,II_mean_FPKM,37.3479518,II
AGAP012317,3L,-1,-1,II_mean_FPKM,0.024821184,II
AGAP012318,3L,-1,-1,II_mean_FPKM,0,II
AGAP012319,3L,-1,1,II_mean_FPKM,0,II
AGAP012320,3L,-1,-1,II_mean_FPKM,0,II
AGAP012321,3L,-1,-1,II_mean_FPKM,0.029079222,II
AGAP012322,3L,-1,-1,II_mean_FPKM,0,II
AGAP012323,3L,-1,-1,II_mean_FPKM,0,II
AGAP012324,3L,-1,-1,II_mean_FPKM,0,II
AGAP012325,3L,-1,-1,II_mean_FPKM,0,II
AGAP012326,3L,-1,-1,II_mean_FPKM,60.10480196,II
AGAP012327,3L,,,II_mean_FPKM,154.8168678,II
AGAP012328,3L,-1,-1,II_mean_FPKM,0.164508548,II
AGAP012329,3L,-1,-1,II_mean_FPKM,163.0219724,II
AGAP012330,3L,-1,-1,II_mean_FPKM,15.00684293,II
AGAP012331,3L,-1,-1,II_mean_FPKM,0.316462756,II
AGAP012332,3L,-1,-1,II_mean_FPKM,9.179059625,II
AGAP012333,3L,-1,-1,II_mean_FPKM,54.03735624,II
AGAP012334,3L,-1,1,II_mean_FPKM,1694.587302,II
AGAP012335,3L,-1,-1,II_mean_FPKM,70.13289888,II
AGAP012336,3L,-1,-1,II_mean_FPKM,1030.89553,II
AGAP012339,3L,-1,-1,II_mean_FPKM,464.375107,II
AGAP012340,3L,1,-1,II_mean_FPKM,210.7071666,II
AGAP012341,3L,,,II_mean_FPKM,0.0346275,II
AGAP012342,3L,-1,-1,II_mean_FPKM,0.006895913,II
AGAP012343,3L,-1,-1,II_mean_FPKM,13.54983298,II
AGAP012344,3L,-1,-1,II_mean_FPKM,1.298963061,II
AGAP012345,3L,-1,-1,II_mean_FPKM,2.433753477,II
AGAP012346,3L,-1,-1,II_mean_FPKM,8.467193976,II
AGAP012349,3L,,,II_mean_FPKM,0.106863344,II
AGAP012350,,-1,-1,II_mean_FPKM,40.09256497,II
AGAP012351,,-1,-1,II_mean_FPKM,11.81687702,II
AGAP012352,3L,-1,-1,II_mean_FPKM,0.167605114,II
AGAP012353,3L,-1,-1,II_mean_FPKM,0.7156331,II
AGAP012354,3L,-1,-1,II_mean_FPKM,0.214223589,II
AGAP012355,3L,,,II_mean_FPKM,0.143389466,II
AGAP012356,3L,-1,-1,II_mean_FPKM,0.007123311,II
AGAP012357,3L,-1,-1,II_mean_FPKM,0.450952806,II
AGAP012358,3L,-1,-1,II_mean_FPKM,6.763103286,II
AGAP012359,,1,1,II_mean_FPKM,41.34963066,II
AGAP012360,,1,-1,II_mean_FPKM,157.2715658,II
AGAP012361,3L,-1,1,II_mean_FPKM,43.03373076,II
AGAP012362,3L,1,-1,II_mean_FPKM,17.44539981,II
AGAP012363,3L,-1,-1,II_mean_FPKM,3.989956034,II
AGAP012364,3L,-1,-1,II_mean_FPKM,61.00974433,II
AGAP012365,3L,-1,-1,II_mean_FPKM,10.21746383,II
AGAP012366,3L,1,-1,II_mean_FPKM,106.7582966,II
AGAP012367,3L,1,-1,II_mean_FPKM,69.15560019,II
AGAP012368,3L,-1,-1,II_mean_FPKM,3.97521025,II
AGAP012369,3L,-1,-1,II_mean_FPKM,29.28742469,II
AGAP012370,,,,II_mean_FPKM,15.94444392,II
AGAP012371,,-1,-1,II_mean_FPKM,20.16729654,II
AGAP012372,3L,-1,-1,II_mean_FPKM,12.90720193,II
AGAP012373,3L,-1,-1,II_mean_FPKM,176.2491775,II
AGAP012374,3L,-1,-1,II_mean_FPKM,131.9796475,II
AGAP012375,3L,-1,-1,II_mean_FPKM,25.03749573,II
AGAP012376,3L,,,II_mean_FPKM,18.73803308,II
AGAP012377,3L,1,-1,II_mean_FPKM,35.94016899,II
AGAP012378,3L,-1,-1,II_mean_FPKM,0.172631375,II
AGAP012379,3L,-1,-1,II_mean_FPKM,16.19593882,II
AGAP012380,3L,-1,1,II_mean_FPKM,1.725922232,II
AGAP012381,3L,-1,-1,II_mean_FPKM,16.48347018,II
AGAP012382,3L,-1,-1,II_mean_FPKM,0.235574106,II
AGAP012383,3L,1,-1,II_mean_FPKM,29.82001806,II
AGAP012384,3L,-1,-1,II_mean_FPKM,1.217075409,II
AGAP012385,3L,-1,-1,II_mean_FPKM,0,II
AGAP012386,3L,-1,-1,II_mean_FPKM,2.812142633,II
AGAP012387,3L,-1,-1,II_mean_FPKM,0.135437657,II
AGAP012388,3L,-1,-1,II_mean_FPKM,0.016310332,II
AGAP012389,3L,-1,-1,II_mean_FPKM,22.73383603,II
AGAP012390,3L,-1,-1,II_mean_FPKM,52.39162125,II
AGAP012391,3L,-1,-1,II_mean_FPKM,3.95083301,II
AGAP012392,3L,1,-1,II_mean_FPKM,64.6524,II
AGAP012393,3L,-1,1,II_mean_FPKM,70.29149883,II
AGAP012394,3L,-1,-1,II_mean_FPKM,3.524349981,II
AGAP012395,3L,-1,-1,II_mean_FPKM,8.867761344,II
AGAP012396,3L,,,II_mean_FPKM,15.36592546,II
AGAP012397,3L,-1,1,II_mean_FPKM,178.8117124,II
AGAP012398,3L,1,1,II_mean_FPKM,96.35640582,II
AGAP012399,3L,-1,-1,II_mean_FPKM,1.450020543,II
AGAP012400,3L,-1,-1,II_mean_FPKM,0.70040375,II
AGAP012401,3L,-1,-1,II_mean_FPKM,2.085070643,II
AGAP012402,3L,-1,-1,II_mean_FPKM,6.262712738,II
AGAP012403,3L,-1,-1,II_mean_FPKM,69.3758285,II
AGAP012404,3L,-1,-1,II_mean_FPKM,1.831135668,II
AGAP012405,3L,,,II_mean_FPKM,0.426382193,II
AGAP012406,3L,1,-1,II_mean_FPKM,151.4171365,II
AGAP012407,3L,-1,-1,II_mean_FPKM,277.3668405,II
AGAP012408,3L,1,-1,II_mean_FPKM,53.9093639,II
AGAP012409,3L,-1,-1,II_mean_FPKM,0.413291382,II
AGAP012410,3L,-1,-1,II_mean_FPKM,7.067386898,II
AGAP012411,3L,-1,-1,II_mean_FPKM,8.934309263,II
AGAP012412,3L,,,II_mean_FPKM,61.0026782,II
AGAP012413,3L,1,1,II_mean_FPKM,445.9122936,II
AGAP012414,3L,-1,-1,II_mean_FPKM,7.526609802,II
AGAP012415,3L,,,II_mean_FPKM,0.187975812,II
AGAP012416,3L,-1,1,II_mean_FPKM,37.87508146,II
AGAP012417,3L,-1,1,II_mean_FPKM,266.9224398,II
AGAP012418,3L,-1,-1,II_mean_FPKM,184.1704148,II
AGAP012419,3L,-1,-1,II_mean_FPKM,0.061647478,II
AGAP012420,3L,-1,1,II_mean_FPKM,101.8828472,II
AGAP012421,,-1,-1,II_mean_FPKM,32.69417014,II
AGAP012422,,-1,-1,II_mean_FPKM,33.07991383,II
AGAP012423,,1,-1,II_mean_FPKM,1.856252084,II
AGAP012424,3L,-1,-1,II_mean_FPKM,15.30386043,II
AGAP012425,3L,-1,-1,II_mean_FPKM,2.133341157,II
AGAP012426,,-1,-1,II_mean_FPKM,0.0259297,II
AGAP012427,,-1,-1,II_mean_FPKM,0.130257794,II
AGAP012428,UNKN,,,II_mean_FPKM,0,II
AGAP012429,UNKN,-1,-1,II_mean_FPKM,0,II
AGAP012430,,,,II_mean_FPKM,0,II
AGAP012431,UNKN,,,II_mean_FPKM,0,II
AGAP012432,UNKN,-1,-1,II_mean_FPKM,0.380250773,II
AGAP012433,UNKN,-1,-1,II_mean_FPKM,1.276700848,II
AGAP012434,UNKN,,,II_mean_FPKM,19.94205308,II
AGAP012435,UNKN,,,II_mean_FPKM,0.182381982,II
AGAP012436,UNKN,,,II_mean_FPKM,3.415854768,II
AGAP012437,UNKN,-1,-1,II_mean_FPKM,9.263171673,II
AGAP012438,UNKN,,,II_mean_FPKM,0.009549172,II
AGAP012439,UNKN,-1,-1,II_mean_FPKM,295.4480931,II
AGAP012440,UNKN,-1,-1,II_mean_FPKM,97.74045239,II
AGAP012441,UNKN,-1,-1,II_mean_FPKM,3.255099923,II
AGAP012442,UNKN,,,II_mean_FPKM,0,II
AGAP012443,UNKN,,,II_mean_FPKM,0.151122923,II
AGAP012444,UNKN,-1,1,II_mean_FPKM,19.64072217,II
AGAP012445,UNKN,-1,-1,II_mean_FPKM,34.0873759,II
AGAP012446,UNKN,-1,-1,II_mean_FPKM,0,II
AGAP012447,UNKN,-1,-1,II_mean_FPKM,0.044620514,II
AGAP012448,UNKN,-1,-1,II_mean_FPKM,0.109401449,II
AGAP012449,UNKN,,,II_mean_FPKM,0.108960353,II
AGAP012450,UNKN,,,II_mean_FPKM,0.130757611,II
AGAP012451,UNKN,,,II_mean_FPKM,0,II
AGAP012452,UNKN,-1,-1,II_mean_FPKM,0.017955266,II
AGAP012453,UNKN,-1,-1,II_mean_FPKM,0.038640151,II
AGAP012454,UNKN,,,II_mean_FPKM,0.012127295,II
AGAP012455,UNKN,,,II_mean_FPKM,0.53561717,II
AGAP012456,UNKN,,,II_mean_FPKM,0.015593845,II
AGAP012457,UNKN,-1,-1,II_mean_FPKM,0,II
AGAP012458,UNKN,,,II_mean_FPKM,0.072006557,II
AGAP012459,UNKN,1,1,II_mean_FPKM,84.18928918,II
AGAP012460,UNKN,-1,1,II_mean_FPKM,1608.68074,II
AGAP012461,UNKN,-1,1,II_mean_FPKM,243.4582361,II
AGAP012462,UNKN,-1,-1,II_mean_FPKM,2.991690775,II
AGAP012463,UNKN,,,II_mean_FPKM,8.850012462,II
AGAP012464,UNKN,-1,-1,II_mean_FPKM,0.923044205,II
AGAP012465,UNKN,,,II_mean_FPKM,0.064290446,II
AGAP012466,UNKN,-1,-1,II_mean_FPKM,0.04720616,II
AGAP012467,UNKN,-1,-1,II_mean_FPKM,0.312843624,II
AGAP012468,UNKN,,,II_mean_FPKM,0.115722803,II
AGAP012469,UNKN,-1,-1,II_mean_FPKM,0.587617761,II
AGAP012470,UNKN,,,II_mean_FPKM,0,II
AGAP012471,UNKN,-1,-1,II_mean_FPKM,0,II
AGAP012472,UNKN,,,II_mean_FPKM,0.115783708,II
AGAP012473,UNKN,,,II_mean_FPKM,0,II
AGAP012474,UNKN,-1,-1,II_mean_FPKM,9.116367635,II
AGAP012475,,,,II_mean_FPKM,65.83005782,II
AGAP012476,UNKN,-1,-1,II_mean_FPKM,22.81705028,II
AGAP012477,UNKN,-1,-1,II_mean_FPKM,16.28867793,II
AGAP012478,UNKN,1,-1,II_mean_FPKM,14.69914461,II
AGAP012481,UNKN,1,1,II_mean_FPKM,339.3228069,II
AGAP012483,UNKN,,,II_mean_FPKM,0.240216662,II
AGAP012484,UNKN,,,II_mean_FPKM,0.066150978,II
AGAP012485,UNKN,-1,1,II_mean_FPKM,31.14108327,II
AGAP012486,UNKN,,,II_mean_FPKM,0,II
AGAP012487,UNKN,-1,-1,II_mean_FPKM,0.293804192,II
AGAP012488,UNKN,,,II_mean_FPKM,0,II
AGAP012489,UNKN,,,II_mean_FPKM,0.014472964,II
AGAP012490,UNKN,-1,-1,II_mean_FPKM,1.352386916,II
AGAP012492,UNKN,,,II_mean_FPKM,0.470524499,II
AGAP012493,UNKN,,,II_mean_FPKM,96.90333876,II
AGAP012494,UNKN,,,II_mean_FPKM,2.594922237,II
AGAP012495,UNKN,-1,-1,II_mean_FPKM,0,II
AGAP012496,UNKN,,,II_mean_FPKM,0,II
AGAP012497,UNKN,,,II_mean_FPKM,0.079384773,II
AGAP012498,UNKN,,,II_mean_FPKM,0.062429647,II
AGAP012499,UNKN,1,1,II_mean_FPKM,690.2141126,II
AGAP012500,UNKN,1,1,II_mean_FPKM,102.2429834,II
AGAP012501,UNKN,-1,-1,II_mean_FPKM,0,II
AGAP012502,UNKN,,,II_mean_FPKM,0.785621557,II
AGAP012503,UNKN,-1,-1,II_mean_FPKM,12.46375526,II
AGAP012504,UNKN,-1,-1,II_mean_FPKM,0.804712596,II
AGAP012505,UNKN,,,II_mean_FPKM,0,II
AGAP012506,UNKN,-1,-1,II_mean_FPKM,0.271862433,II
AGAP012507,UNKN,-1,-1,II_mean_FPKM,5.038979538,II
AGAP012508,UNKN,-1,-1,II_mean_FPKM,3.025867748,II
AGAP012509,UNKN,,,II_mean_FPKM,0.201889768,II
AGAP012511,UNKN,,,II_mean_FPKM,0.012688626,II
AGAP012512,UNKN,,,II_mean_FPKM,0,II
AGAP012513,UNKN,-1,-1,II_mean_FPKM,17.29512555,II
AGAP012514,UNKN,-1,-1,II_mean_FPKM,16.91719376,II
AGAP012515,UNKN,-1,-1,II_mean_FPKM,370.555383,II
AGAP012516,UNKN,-1,1,II_mean_FPKM,225.1605804,II
AGAP012517,UNKN,-1,-1,II_mean_FPKM,32.91835214,II
AGAP012518,UNKN,-1,-1,II_mean_FPKM,0.05240894,II
AGAP012519,UNKN,-1,1,II_mean_FPKM,14.70836234,II
AGAP012520,UNKN,-1,-1,II_mean_FPKM,0.313112916,II
AGAP012521,UNKN,1,1,II_mean_FPKM,671.8683198,II
AGAP012522,UNKN,-1,1,II_mean_FPKM,112.7601625,II
AGAP012523,UNKN,-1,-1,II_mean_FPKM,126.8224907,II
AGAP012524,UNKN,,,II_mean_FPKM,28.57638649,II
AGAP012525,UNKN,-1,-1,II_mean_FPKM,0.171488395,II
AGAP012526,UNKN,,,II_mean_FPKM,0,II
AGAP012527,,-1,-1,II_mean_FPKM,0.075307493,II
AGAP012528,UNKN,,,II_mean_FPKM,0,II
AGAP012529,UNKN,-1,-1,II_mean_FPKM,2.455341629,II
AGAP012530,UNKN,-1,-1,II_mean_FPKM,0,II
AGAP012531,UNKN,-1,-1,II_mean_FPKM,0.024163557,II
AGAP012532,UNKN,-1,-1,II_mean_FPKM,0.7795495,II
AGAP012533,UNKN,-1,-1,II_mean_FPKM,86.60353132,II
AGAP012534,UNKN,-1,-1,II_mean_FPKM,0,II
AGAP012535,UNKN,,,II_mean_FPKM,0,II
AGAP012536,UNKN,,,II_mean_FPKM,0,II
AGAP012537,UNKN,1,1,II_mean_FPKM,25.81977082,II
AGAP012538,UNKN,-1,-1,II_mean_FPKM,0.111032437,II
AGAP012539,UNKN,-1,-1,II_mean_FPKM,0,II
AGAP012540,UNKN,,,II_mean_FPKM,0.022839526,II
AGAP012541,UNKN,,,II_mean_FPKM,0,II
AGAP012542,UNKN,,,II_mean_FPKM,0,II
AGAP012543,UNKN,-1,-1,II_mean_FPKM,0.014177597,II
AGAP012544,UNKN,-1,-1,II_mean_FPKM,0.105039608,II
AGAP012545,UNKN,,,II_mean_FPKM,0,II
AGAP012546,UNKN,-1,1,II_mean_FPKM,33.09068963,II
AGAP012547,UNKN,1,-1,II_mean_FPKM,2.88900218,II
AGAP012548,,,,II_mean_FPKM,0,II
AGAP012549,,-1,-1,II_mean_FPKM,0,II
AGAP012550,,-1,-1,II_mean_FPKM,0.356142504,II
AGAP012551,,,,II_mean_FPKM,0,II
AGAP012552,,,,II_mean_FPKM,0.111688988,II
AGAP012553,UNKN,,,II_mean_FPKM,0.337713527,II
AGAP012554,UNKN,-1,-1,II_mean_FPKM,7.833252642,II
AGAP012555,UNKN,1,-1,II_mean_FPKM,12.06806055,II
AGAP012556,UNKN,,,II_mean_FPKM,0,II
AGAP012557,UNKN,,,II_mean_FPKM,216.4750617,II
AGAP012558,UNKN,-1,1,II_mean_FPKM,0,II
AGAP012559,UNKN,-1,-1,II_mean_FPKM,0,II
AGAP012560,UNKN,-1,1,II_mean_FPKM,0,II
AGAP012561,UNKN,-1,-1,II_mean_FPKM,3.646002707,II
AGAP012562,UNKN,,,II_mean_FPKM,0,II
AGAP012563,UNKN,-1,-1,II_mean_FPKM,8.171650154,II
AGAP012564,UNKN,-1,-1,II_mean_FPKM,0,II
AGAP012565,UNKN,-1,-1,II_mean_FPKM,0.047488738,II
AGAP012566,UNKN,,,II_mean_FPKM,0.017584577,II
AGAP012567,UNKN,-1,-1,II_mean_FPKM,1.280824553,II
